ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10209;;Support de prise électrique ;;;;;;;;;;;;;;;;;;;;;;;;;;;Support prise électrique pour guidon;<b>Support pour prise allume cigare</b><ul><li>Fixation sur le pontet de guidon</li><li>Pour toutes les motos avec un espace entre les vis de guidon de 28-39 mm</li></ul><b>Inclus:</b><!--BL--><ul><li>Support</li><li>2 vis M8 x 35 + 2 vis M 8 x 40 avec capuchon</li><li>2 entretoises</li><li>2 joints</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10210;;Support pour prise allume cigare ;;;;;;;;;;;;;;;;;;;;;;;;;;;Support pour Prise électrique allume cigare;<b>Support pour prise allume cigare</b><ul><li>Fixation sur le pontet de guidon</li><li>Pour toutes les motos avec un espace entre les vis de guidon de 30-40 mm</li></ul><b>Inclus:</b><!--BL--><ul><li>Support</li><li>2 vis M8 x 35 + 2 vis M 8 x 40 avec capuchon</li><li>2 entretoises</li><li>2 joints</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10211;;Kit support appareil photo M8;;;;;;;;;;;;;;;;;;;;;;;;;;;Filetage M8. Avec boule et bras RAM;<b>Kit de support appareil photo RAM M8</b><ul><li>Vous pouvez fixer la boule M8 sur nimporte quelle vis de votre moto</li><li>Un réglage parfait de la position est possible grâce au bras RAM</li></ul><b>Inclus:</b><!--BL--><ul><li>Boule adaptateur</li><li>Bras RAM</li><li>Boule Adaptateur pour appareil photo </li><li>Matériel de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10212;;Kit de montage universel M8;;;;;;;;;;;;;;;;;;;;;;;;;;;Filetage M8. Avec boule et bras RAM;<b>Fixation boule Ram pour filetage M8</b><ul><li>Pour fixer une Boule RAM sur un filetage M8</li><li>Pour fixer vos outils de navigation</li></ul><b>Inclus:</b><!--BL--><ul><li>1 Boule adaptateur</li><li>1 Bras RAM</li><li>1 adaptateur avec base de support</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Spécialement adapté pour TOMTOM Rider I + II et Garmin Zumo 500 + 550</li> <li>Pour fixer des GPS de voiture, nous conseillons dutiliser une pochette de type <b>BCK.GPS.00.010.112</b></li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10213;;Kit support appareil photo M6;;;;;;;;;;;;;;;;;;;;;;;;;;;Filetage M6. Avec boule et bras RAM;<b>Kit de support appareil photo RAM M6</b><ul><li>Vous pouvez fixer la boule M6 sur nimporte quelle vis de votre moto</li><li>Un réglage parfait de la position est possible grâce au bras RAM</li></ul><b>Inclus:</b><!--BL--><ul><li>Boule adaptateur</li><li>Bras RAM</li><li>Boule Adaptateur pour appareil photo </li><li>Matériel de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10214;;Boule M8;;;;;;;;;;;;;;;;;;;;;;;;;;;Filetage M8 ø 1 Inch. pour fixation RAM;<b>Boule M8</b><ul><li>Pour fixer un bras RAM</li></ul><b>Inclus:</b><!--BL--><ul><li>Boule adaptateur</li><li>Matériel de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10215;;Boule M6;;;;;;;;;;;;;;;;;;;;;;;;;;;Filetage M6 ø 1 Inch. pour fixation RAM;<b>Boule M6</b><ul><li>Pour fixer sur un bras RAM</li></ul><b>Inclus:</b><!--BL--><ul><li>Boule adaptateur</li><li>Matériel de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10216;;Support appareil photo;;;;;;;;;;;;;;;;;;;;;;;;;;;ø 2,5 cm. Boule de fixation pour Bras RAM.;<b>Support appareil photo</b><ul><li>Pour fixer un appareil photo sur un support RAM</li></ul><b>Inclus:</b><!--BL--><ul><li>Boule adaptateur</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10217;;Boule de fixation M10 pour rétroviseur;;;;;;;;;;;;;;;;;;;;;;;;;;;Filetage M10 x 1.25mm  ø 1 Inch. pour Bras RAM.;<b>Boule de rétroviseur M10</b><ul><li>Pour fixer un bras RAM</li></ul><b>Inclus:</b><!--BL--><ul><li>1 Boule adaptateur</li><li>1 vis M10 x 1.25mm</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10218;;Boule GARMIN nüvi;;;;;;;;;;;;;;;;;;;;;;;;;;;Support GPS Universel.;<b>Boule pour Garmin NUVI :</b> <br><br><b>Nuvi:</b><ul><li>1200, 1250, 1260, 1300, 1350, 1370, 1390, 1490, 200, 205, 250, 255, 260, 265, 270, 275, 350, 360, 370, 465, etc. </ul></li><b>Street Pilot:</b><ul><li>c510, c530, c550, c580, i2, i3, i5 </ul></li><b>Zumo:</b><ul><li>660</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10219;;Kit de montage universel M6;;;;;;;;;;;;;;;;;;;;;;;;;;;Filetage M6. Avec boule et bras RAM;<b>Fixation boule Ram pour filetage M6</b><ul><li>Pour fixer une Boule RAM sur un filetage M6</li><li>Pour fixer vos outils de navigation</li></ul><b>Inclus:</b><!--BL--><ul><li>1 Boule adaptateur</li><li>2 vis M6</li><li>1 Bras RAM</li><li>1 adaptateur avec base de support</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Spécialement adapté pour TOMTOM Rider I + II et Garmin Zumo 500 + 550</li> <li>Pour fixer des GPS de voiture, nous conseillons dutiliser une pochette de type <b>BCK.GPS.00.010.112</b></li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10220;;Bras RAM 7,5cm;;;;;;;;;;;;;;;;;;;;;;;;;;;Bras de fixation;<ul><li>Bras RAM Noir anodisé aluminium.</li><li>à utiliser avec les boules RAM.</li></ul><b>Inclus:</b><!--BL--><ul><li>1 Bras RAM 3 Inch (7,5 cm).</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10221;;Bras RAM 5cm;;;;;;;;;;;;;;;;;;;;;;;;;;;Bras de fixation;<ul><li>Bras RAM Noir anodisé aluminium.</li><li>à utiliser avec les boules RAM.</li></ul><b>Inclus:</b><!--BL--><ul><li>1 Bras RAM 2 Inch (5 cm).</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10222;;Boule RAM 13.5 - 14.7;;;;;;;;;;;;;;;;;;;;;;;;;;;Support RAM pour Filetage M8. ø 1 Inch.;<b>Boule RAM 13.5 - 14.7 M8 pour sportive</b><br><br>Boule M8 à fixer sur la colonne de direction. Diamètre de tube de direction de 13.5 mm a 14.7 mm. Pour fixer un Bras RAM puis vos accessoires de navigation.<br><br><b>Inclus:</b><!--BL--><ul><li>1 Navigation Boule M8</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Option disponible:</b><ul><li>Bras RAM</li><li>Support universel</li><li>Support Camera</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10223;;Boule RAM 15.0 - 17.2;;;;;;;;;;;;;;;;;;;;;;;;;;;Support RAM pour Filetage M8. ø 1 Zoll.;<b>Boule RAM 15 - 17.2 M8 pour sportive</b><br><br>Boule M8 à fixer sur la colonne de direction. Diamètre de tube de direction de 15.0 mm a 17.2 mm. Pour fixer un Bras RAM puis vos accessoires de navigation.<br><br><b>Inclus:</b><!--BL--><ul><li>1 Navigation Boule M8</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Option disponible:</b><ul><li>Bras RAM</li><li>Support universel</li><li>Support Camera</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10224;;Boule RAM 17.5 - 20.5;;;;;;;;;;;;;;;;;;;;;;;;;;;Support RAM pour Filetage M8. ø 1 Inch.;<b>Boule RAM 17.5 - 20.5 M8 pour sportive</b><br><br>Boule M8 à fixer sur la colonne de direction. Diamètre de tube de direction de 17.5 mm a 20.5 mm. Pour fixer un Bras RAM puis vos accessoires de navigation.<br><br><b>Inclus:</b><!--BL--><ul><li>1 Navigation Boule M8</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Option disponible:</b><ul><li>Bras RAM</li><li>Support universel</li><li>Support Camera</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10225;;Boule RAM 12.5 - 13.5;;;;;;;;;;;;;;;;;;;;;;;;;;;Support RAM pour Filetage M8. ø 1 Inch.;<b>Boule RAM 12.5 - 13.5 M8 pour sportive</b><br><br>Boule M8 à fixer avec la colonne de direction. Diamètre de tube de direction de 12.5 mm a 13.5 mm. Pour fixer un Bras RAM puis vos accessoires de navigation.<br><br><b>Inclus:</b><!--BL--><ul><li>1 Navigation Boule M8</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Option disponible:</b><ul><li>Bras RAM</li><li>Support universel</li><li>Support Camera</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10226;;Boule RAM 23.0 - 25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;Support RAM pour Filetage M8. ø 1 Inch.;<b>Boule de fixation 23.0 - 25.0</b><br>M8 pour sportive<br><br>Boule M8 avec support à fixer dans la colonne de direction. Pour les colonnes de direction de diamètre 23.0 mm à 25.0 mm.<br>En combinaison avec le Bras Ram, vous pouvez fixer vos outils de navigation, caméra, appareil photo...<br><br><b>Inclus:</b><!--BL--><ul><li>1 Boule M8</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Option disponible:</b><ul><li>Bras RAM</li><li>Support doutil de navigation universel</li><li>Support dappareil photo</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10227;;Kit Boule RAM 13.5 - 14.7;;;;;;;;;;;;;;;;;;;;;;;;;;;Support RAM pour Filetage M8. ø 1 Inch.;<b>Boule RAM 13.5 - 14.7 M8 pour sportive</b><br><br>Boule M8 à fixer sur la colonne de direction. Diamètre de tube de direction de 13.5 mm a 14.7 mm. Pour fixer un Bras RAM puis vos accessoires de navigation.<br><br><b>Inclus:</b><!--BL--><ul><li>1 Navigation Boule M8</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Option disponible:</b><ul><li>Bras RAM</li><li>Support universel</li><li>Support Camera</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10228;;Kit Boule RAM 15.0 - 17.2;;;;;;;;;;;;;;;;;;;;;;;;;;;Support RAM pour Filetage M8. ø 1 Inch.;<b>Boule RAM 15.0 - 17.2 M8 pour sportive</b><br><br>Boule M8 à fixer sur la colonne de direction. Diamètre de tube de direction de 15.0 mm a 17.2 mm. Pour fixer un Bras RAM puis vos accessoires de navigation.<br><br><b>Inclus:</b><!--BL--><ul><li>1 Navigation Boule M8</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Option disponible:</b><ul><li>Bras RAM</li><li>Support universel</li><li>Support Camera</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10229;;Kit Boule RAM 17.5 - 20.5;;;;;;;;;;;;;;;;;;;;;;;;;;;Support RAM pour Filetage M8. ø 1 Inch.;<b>Boule RAM 17.5 - 20.5 M8 pour sportive</b><br><br>Boule M8 à fixer sur la colonne de direction. Diamètre de tube de direction de 17.5 mm a 20.5 mm. Pour fixer un Bras RAM puis vos accessoires de navigation.<br><br><b>Inclus:</b><!--BL--><ul><li>1 Navigation Boule M8</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Option disponible:</b></li><ul><li>Bras RAM</li><li>Support universel</li><li>Support Camera</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10230;;Kit Boule RAM 12.5 - 13.5;;;;;;;;;;;;;;;;;;;;;;;;;;;Support RAM pour Filetage M8. ø 1 Inch.;<b>Boule RAM 12.5 - 13.5 M8 pour sportive</b><br><br>Boule M8 à fixer sur la colonne de direction. Diamètre de tube de direction de 12.5 mm a 13.5 mm. Pour fixer un Bras RAM puis vos accessoires de navigation.<br><br><b>Inclus:</b><!--BL--><ul><li>1 Navigation Boule M8</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Option disponible:</b><ul><li>Bras RAM</li><li>Support universel</li><li>Support Camera</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10231;;Support prise allume cigare pour guidon de 28 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;Support de prise électrique;<b>Support pour prise allume cigare</b><ul><li>Fixation sur le pontet de guidon</li><li>Pour toutes les motos avec un espace entre les vis de guidon de 39-51 mm</li></ul><b>Inclus:</b><!--BL--><ul><li>Support</li><li>matériel de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10232;;Kit de fixation pour réservoir de liquide de frein;;;;;;;;;;;;;;;;;;;;;;;;;;;Ecarteur de réser. de liquide de frein/embrayage;<b>Kit de fixation pour bocal de frein</b> <ul><li>de BMW F 650 GS + F 800 GS</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10233;;Présentoir mural - Allemand / Anglais;;;;;;;;;;;;;;;;;;;;;;;;;;;Thème : GPS et Sécurité;"<b>Présentoir de vente d'accessoire GPS et électrique / Ergonomie et sécurité </b><br><br>Une gamme complète d'accessoire électriques et de sécurité pour moto. Chaque face contient des produits. Pour une présentation dans votre showroom sur les deux côtés.<br><br> Produits de la face 1 :<br><br><u>Thème : Accessoire GPS et électrique</u><br><br> <table width=593"" border=""1"" cellpadding=""0"" cellspacing=""0""> <tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Référence </div></th> <th width=""360""><div align=""center"">Description</div></th><th width=""45""><div align=""center"">Qty.</div></th> </tr><tr><td width=""180"">EMA.00.107.20000/B</td> <td width=""360"">Kit électrique universel</td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">GPS.00.308.30001/B</td><td width=""360"">Support GPS universel avec pochette Navi Pro M </td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">GPS.00.308.30201/B</td><td width=""360"">Support GPS Universel avec pochette Navi Pro L</td><td><div align=""center"">1</div></td></tr> <tr> <td width=""180"">GPS.00.308.30300/B</td><td width=""360"">Support GPS Universel avec Kit RAM </td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">CPA.00.424.111</td><td width=""360"">Boule M8</td><td><div align=""center"">1</div></td> </tr> <tr><td width=""180"">GPS.00.646.20500/B</td><td width=""360"">Support iPhone 6 </td><td><div align=""center"">1</div></td> </tr><tr><td width=""180"">GPS.00.646.20400/B</td><td width=""360"">Support pour Samsung Galaxy S5 </td><td><div align=""center"">1</div></td></tr> <tr> <td width=""180"">BC.GPS.00.007.10000</td><td width=""360"">Pochette Navi Pro S</td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">BC.GPS.00.008.10000</td><td width=""360"">Pochette Navi Pro M</td><td><div align=""center"">1 </div></td> </tr><tr><td width=""180"">BC.GPS.00.009.10000</td><td width=""360"">Pochette Navi Pro L </td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">GPS.00.646.20200/B</td><td width=""360"">Support pour iPhone 5 / 5s</td><td><div align=""center"">1</div></td> </tr><tr><td width=""180"">GPS.00.308.10500/B</td><td width=""360"">Clips d’adaptateur GPS </td><td><div align=""center"">1</div></td> </tr><tr><td width=""180"">EMA.00.107.10200</td><td width=""360"">Prise allume cigare avec câblage</td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">EMA.00.107.11300</td><td width=""360"">Double prises USB avec câblage</td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">CPA.00.006.16000/B</td><td width=""360"">Support de prise allume cigare</td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">EMA.00.107.12000</td><td width=""360"">Chargeur allume-cigare double USB</td><td><div align=""center"">1</div></td> </tr><tr><td width=""180"">EMA.00.107.12100</td><td width=""360"">Adaptateur de prise allume-cigare normalisée DIN</td><td><div align=""center"">1</div></td></tr><tr><td>EMA.00.107.11700</td><td>Prise électrique avec câble de 100 cm </td><td><div align=""center"">1</div></td></tr><tr><td>EMA.00.107.10301</td><td>adaptateur Dual Norm Plug to Mini USB</td><td><div align=""center"">1</div></td><tr><td width=""180"">EMA.00.107.11400</td><td width=""360"">Micro USB Charger Câble</td><td><div align=""center"">1</div></td></table><br> <br> Produits de la face 2 :<br> <br> <u>Thème sécurité et ergonomie </u><br><br> <table width=""593"" border=""1"" cellpadding=""0"" cellspacing=""0""><tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Part number </div></th> <th width=""360"">Description</th><th width=""45"" align=""center"">Qty.</th></tr><tr><td>NSW.00.004.10100/S</td><td>Feux antibrouillard HAWK gris</td><td><div align=""center"">1</div></td></tr><tr><td>NSW.00.004.10300/S</td><td>Feux HAWK gris </td><td><div align=""center"">1</div></td></tr><tr><td>NSW.00.004.10300/B</td><td>Feux HAWK Noir</td><td><div align=""center"">1</div></td></tr><tr><td>NSW.00.004.13000/B</td><td>Support feux HAWK</td><td><div align=""center"">1</div></td></tr><tr><td>NSW.00.004.10400/B</td><td>Feux LED HAWK Offroad Noir</td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">NSW.00.004.10500/B</td><td width=""360"">Feux LED antibrouillard HAWK LED Noir </td><td><div align=""center"">1</div></td></tr><tr><td>LEH.00.039.150/30/S</td><td>Réhausse guidon 30mm gris</td><td align=""center"">1</td></tr><tr><td>LEH.00.039.150/30/B</td><td>Réhausse guidon 30mm Noir </td><td align=""center"">1</td></tr><tr><td>LEH.00.039.152/S</td><td>Réhausse guidon gris</td><td><div align=""center"">1</div></td></tr><tr><td>LEH.00.039.152/B</td><td>Réhausse guidon noir </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">AIR.00.495.10000/B</td><td width=""360"">TRAVELLER PRO Coussin</td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">AIR.00.495.10100/B</td><td width=""360"">TRAVELLER ECO Coussin</td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">LEH.00.039.20000/B</td><td width=""360"">Réhausse guidon 28 mm / Noir </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">LEH.00.039.20000/S</td><td width=""360"">Réhausse guidon 28 mm / gris </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">LEH.00.039.20300/B</td><td width=""360"">Réhausse guidon 28 mm / pour 30mm Noir </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">LEH.00.039.20300/S</td><td width=""360"">Réhausse guidon 28 mm /Pour 30mm gris </td><td align=""center"">1</td></tr></table><br><br>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10234;;Présentoir Allemand / Anglais;;;;;;;;;;;;;;;;;;;;;;;;;;;Thème : Sacoche de selle et sac à dos;"<b>Présentoir de vente pour sacoche de selle / Sac à dos</b><br><br>Présentoir avec sacoche de selle et Sac à dos. Les deux faces du présentoir peuvent recevoir différents éléments.<br><br>Thème de la face 1 :<br> <br> <u>Thème sacoche de selles</u><br><br><table width=566"" border=""1"" cellpadding=""0"" cellspacing=""0""><tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Part number </div></th><th width=""297""><div align=""center"">Description</div></th><th width=""81""><div align=""center"">Qty.</div></th></tr><tr><td width=""180"">BC.HTA.00.302.10000</td><td width=""297"">Sacoche de selle Racepack</td><td width=""81""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.HTA.00.304.10000</td><td width=""297"">Sacoche de selle Rearbag </td><td width=""81""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.HTA.00.306.10000</td><td width=""297"">Sacoche de selle Cargobag </td><td width=""81""><div align=""center"">1</div></td></tr><tr><td>BC.HTA.00.307.10000</td><td>Sacoche de selle Slipstream </td><td><div align=""center"">1</div></td></tr><tr><td>BC.HTA.00.350.10000</td><td>Sacoche de selle Tentbag</td><td><div align=""center"">1</div></td></tr><tr><td>BC.LOC.00.001.10000/B</td><td>Cadenas moto</td><td><div align=""center"">1</div></td></tr><tr><td>BC.LOC.00.002.10000/B</td><td>Câble antivol 50 cm </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.LOC.00.003.10000/B</td><td width=""297"">Câble antivol 100 cm </td><td width=""81""><div align=""center"">1</div></td></tr></table><br><br>Produits de la face 2 :<br> <br> <u>Thème Sac à dos</u><br><br><table width=""566"" border=""1"" cellpadding=""0"" cellspacing=""0""><tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Part number </div></th><th width=""297""><div align=""center"">Description</div></th><th width=""81""><div align=""center"">Qty.</div></th></tr><tr><td width=""180"">BC.HTA.00.303.10000</td><td width=""297"">Sac à dos / Sacoche de selle Jetpack </td><td width=""81""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.WPB.00.003.10001</td><td width=""297"">Sac à dos Baracuda</td><td width=""81""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.WPB.00.004.10001</td><td width=""297"">Sac à dos Triton</td><td width=""81""><div align=""center"">1</div></td></tr><tr><td>BC.RUC.00.002.10000</td><td>Sac à dos Racer</td><td><div align=""center"">1</div></td></tr><tr><td>BC.RUC.00.001.10000</td><td>Sac à dos Trooper</td><td><div align=""center"">1</div></td></tr></table>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10235;;Présentoir Allemand / Anglais;;;;;;;;;;;;;;;;;;;;;;;;;;;Thème : sacoche réservoir EVO et ION.;"<b>Présentoir pour sacoche réservoir EVO et ION</b><br><br>Présentoir avec les gammes de sacoches réservoir EVO et ION. Les deux faces du présentoir peuvent recevoir des produits.<br><br>Produits de la face 1 :<br> <br><u>Thème sacoche réservoirs QUICK-LOCK EVO </u><br><br><table width=613"" border=1 cellpadding=""0"" cellspacing=""0""><tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Part number</div></th><th width=""380""><div align=""center"">Description</div></th><th width=""45""><div align=""center"">Qty.</div></th><tr><td width=""180"">BC.TRS.00.101.20000</td><td width=""380"">QUICK-LOCK EVO Sport</td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.102.20000</td><td width=""380"">QUICK-LOCK EVO Trial </td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.103.20000</td><td width=""380"">QUICK-LOCK EVO GS </td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.104.20000</td><td width=""380"">QUICK-LOCK EVO City </td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.107.20000</td><td width=""380"">QUICK-LOCK EVO Engage</td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.108.20000</td><td width=""380"">QUICK-LOCK EVO Daypack </td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.110.20000</td><td width=""380"">QUICK-LOCK EVO Micro</td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">TRT.00.640.20000/B</td><td width=""380"">EVO Douille de verrouillage </td><td width=""45""><div align=""center"">1</div></td></tr><tr>     <td>BC.WPB.00.012.20000</td><td>Sacoche r&eacute";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
