ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur
;;Chaussures SUPER TECH R;137,91,103;;;499.00;;;20%;2014-02-34;2014-03-17;;911001;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;Les bottes Super Tech R sont les bottes de course par excellence. Avec ce modèle haut de gamme, Alpinestars réunit le meilleur de la technologie en matière de sécurité et de confort. Ainsi, absolument toutes les parties du pied sont protégées sans pour autant empêcher une bonne souplesse de ce dernier. Les multiples ventilations de cette botte offriront également à son propriétaire un excellent confort surtout pendant l’effort. De nombreux coureurs professionnels comme Dani Pedrosa, Jorge Lorenzo et Casey Stoner ont déjà fait confiance à ce produit;"• Panneau en microfibres assurant un meilleur maintien et résistant à la chaleur<br>
• Flexible pour offrir une mobilité accrue<br>
• Renforts en polyuréthane enveloppant le tibia<br>
• Sliders amovibles  et semelle antidérapante<br>
• Inserts en polyuréthane protégeant la botte au niveau du sélecteur de vitesse<br>
• Guêtres en cuir synthétique qui épouse la forme du mollet et évite les entrées d’eau<br>
• Aération en mesh sur l’avant du pied<br>
";;;;;;;;;;;;../import/Chaussures_cuir_homme_Alpinestars_SuperTechR_911001_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;;;43 (1 fois), 44 (1 fois);noir
;;Chaussures TECH TOURING GORE-TEX;137,91,103;;;369.00;;;20%;2014-02-34;2014-03-17;;911016;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;Les bottes Tech Touring Alpinestars sont homologuées CE pour toutes les saisons, robustes, imperméables et protectrices, adaptées aux conditions de conduite les plus extrêmes. La membrane Gore_Tex est en mesure d'assurer confort et protection contre les conditions climatiques durant toute l'année et seront vos compagnes parfaite pour passer de longues journées sur votre moto.;"• Fabriqué à partir de cuir pleine fleur <br>
• Membrane Gore_Tex respirante et 100% imperméable<br>
• Zone de flexion sur le coup de pied et sur le tendon d’Achille<br>
• Semelle en mousse amovible pour une absorption efficace des chocs<br>
• Protection des tibias en PU injecté à double densité<br>
• Protections en TPU injecté à double densité sur les malléoles<br>
• Semelle exclusive en caoutchouc résistante qui permet un excellent grip<br>
• Elément réfléchissant sur la partie arrière qui rend le pilote visible<br>
";;;;;;;;;;;;../import/Chaussures_cuir_homme_Alpinestars_TechTouringGoreTex_911016_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;;GORE-TEX;43 (1 fois), 44 (1 fois);noir
;;Combinaison MOTEGI;95,106;;;999.00;;;20%;2014-02-34;2014-03-17;;911137;Honda Suisse;Alpinestars;;;;;;;;4;;;;;;La combinaison Motegi en cuir de vachette pleine fleur excelle par sa souplesse et est pourvue de nombreuses perforations, afin de garantir à son propriétaire plus de confort durant sa conduite sportive. Alpinestars n'en oublie par pour autant de garantir un degré de protection très élevé au niveau des coudes, des épaules et des genoux grâce à ses protections homologuées issues de l'expérience des courses;"• Fabriqué en cuir de vachette pleine fleur (1,3mm d’épaisseur) <br>
• Structure avec de nombreuses coutures principales pour un maximum de résistance en cas d’impact<br>
• Panneaux antérieurs perforés pour offrir une meilleure ventilation<br>
• Nombreux panneaux extensibles et renforcés sur les endroits les plus exposés<br>
• Bosse arrière aérodynamique<br>
• Protections CE amovibles au niveau des genoux, du tibia, des épaules et des coudes<br>
• Renfort au niveau des épaules, du thorax et des hanches pour offrir plus de résistance en cas de choc<br>
•  Panneaux en mesh, légers et façonnés au niveau des mollets<br>
• Fermeture éclair sur tout le tour de la taille pour raccorder blouson et pantalons de façon sécuritaire<br>
";;;;;;;;;;;;../import/Combinaison_cuir_homme_Alpinestars_Motegi_911137_noirblanc_devant.jpg;;;;;;;;;;;;;;noir-blanc;;Homme;;;;54 (1 fois), 56 (1 fois), 58 fois (1 fois), 60 (1 fois);noir, blanc
;;Combinaison SP-1 ;95,106;;;1199.00;;;20%;2014-02-34;2014-03-17;;911108;Honda Suisse;Alpinestars;;;;;;;;12;;;;;;La combinaison en cuir Alpinestars SP-1 est parfaite pour le pilote actif sur circuit qui a des exigences exceptionnelles en matière de protection, de confort et de performance dans un design élégant et moderne. ;"• Fabriqué en cuir pleine fleur (1.3mm d’épaisseur)<br>
• Doublure amovible en tissu perforé<br>
• Nombreux panneaux élastiques et stretch en Kevlar pour une meilleure flexibilité<br>
• Bosse arrière aérodynamique<br>
• Protections CE amovibles et ajustables au niveau des coudes, des épaules, des genoux et des tibias<br>
• Sliders au niveau des épaules et des genoux<br>
• Nombreuses coutures pour une meilleure résistance en cas de choc<br>
";;;;;;;;;;;;../import/Combinaison_cuir_homme_Alpinestars_SP-1_911108_noirblanc_devant.jpg;;;;;;;;;;;;;;noir-blanc;;Homme;;;;46 (1 fois), 50 (2 fois), 52 (1 fois), 54 (4 fois), 56 (2 fois), 58 (1 fois), 60 (1 fois);noir, blanc
;;Combinaison STELLA MONTEGI;95,106;;;999.00;;;20%;2014-02-34;2014-03-17;;;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Entièrement optimisée pour un ajustement hautement performant qui s'adapte à la perfection à la silhouette féminine, la combinaison Stella Motegi excelle pour sa construction en cuir pleine fleur endurant et résistant à l'abrasion. Elle est pourvue de panneaux en stretch renforcé avec aramide, d’une doublure offrant un confort extraordinaire et de dispositifs de protection sur coudes, épaules et genoux pour une protection contre les chocs sans égal. ;"• Réalisée en cuir pleine fleur (meilleure résistance à l’abrasion) <br>
• Nombreux panneaux en stretch renforcés en fibre <br>
• Bosse dorsale ventilée et aérodynamique <br>
• Panneaux en mesh, légers et façonnés au niveau des mollets <br>
• Protections GP certifiées et amovibles CE au niveau des coudes et épaules <br>
• Protections genoux GP-R issues de la course et certifiées CE <br>
• Renforts au niveau des épaules pour offrir une meilleure résistance à l'abrasion Rembourrage intégré en mousse au niveau des hanches, du coccyx, de la partie supérieure des bras et sur les côtés du buste <br>
• Doublure amovible en mesh avec empiècements extensibles intégrés <br>
• Détails réfléchissants sur le devant et sur le dos<br>";;;;;;;;;;;;../import/Combinaison_cuir_femme_Alpinestars_stellamontegi_pasref_noir_devant.jpg;;;;;;;;;;;;;;noir;;Femme;;;;48 (1 fois);noir
;;Fourre IPHONE BIONIC;98,120;;;69.00;;;20%;2014-02-34;2014-03-17;;917192;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la polyvalente marque italienne ne cesse de se développer et propose toujours plus d’accessoires, afin de vous offrir la possibilité de porter la marque aussi bien en ville que sur votre 2 roues;;;;;;;;;;;;;../import/FourreIphone_unisexe_Alpinestars_bionic_917192_noirblanc_devant.jpg;;;;;;;;;;;;;;noir-blanc;;Unisexe;;;;taille unique;noir, blanc
;;Fourre IPHONE TECH 10;98,120;;;49.00;;;20%;2014-02-34;2014-03-17;;917191;Honda Suisse;Alpinestars;;;;;;;;3;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la polyvalente marque italienne ne cesse de se développer et propose toujours plus d’accessoires, afin de vous offrir la possibilité de porter la marque aussi bien en ville que sur votre 2 roues;;;;;;;;;;;;;../import/FourreIphone_unisexe_Alpinestars_tech10_917191_noir_devant.jpg;;;;;;;;;;;;;;noir;;Unisexe;;;;taille unique;noir 
;;Gants chauffants TECH HEATED ;92,104,151,138,97,108;;;249.00;;;20%;2014-02-34;2014-03-17;;915110;Honda Suisse;Alpinestars;;;;;;;;4;;;;;;Les gants chauffants Tech Heated sont des gants extrêmement résistants et confortables dont la structure principale est en cuir. Doté d’une membrane Drystar étanche et respirante, ces gants représentent le pic de la technologie dans le domaine des gants pour la conduite touring par temps froid. L'alimentation du système de chauffage actif Alpinestars se fait par la connexion à la batterie de la moto et assure un chauffage convenable de toute la main;"• Chauffage contrôlé et convenable de toute la main<br>
• Construction en cuir et tissu extrêmement résistant à l'abrasion<br>
• Membrane Drystar étanche et respirante<br>
• Zones de chute renforcées et rembourrées en mousse<br>
• Zone flexible en accordéon pour une meilleure souplesse<br>
• Manchette longue à double couche<br>
• Confort maximum<br>
";;;;;;;;;;;;../import/Gantschauffant_cuir_unisexe_Alpinestars_techheated_915110_noir_devant.jpg;;;;;;;;;;;;;;noir;;Unisexe;;Waterproof;;M (2 fois), XL (1 fois), XXL (1 fois);noir
;;Gants GPX;92,104,151,138;;;149.00;;;20%;2014-02-34;2014-03-17;;911720;Honda Suisse;Alpinestars;;;;;;;;37;;;;;;Les gants GPX sont des gants Racing Alpinestars courts avec une tenue précise et aucun compromis sur la sécurité;"• Fabriqué en cuir principalement et en tissu<br>
• Panneaux perforés en cuir pour une meilleure ventilation<br>
• Protections en polyuréthane au niveau des poignets<br>
• Coutures renforcées aux zones les plus exposées<br>
• Cuir accordéon au niveau des doigts pour une excellente flexibilité<br>
• Pont breveté entre l’annuaire et le petit doigt<br>
• Logos Alpinestars en caoutchouc<br>
";;;;;;;;;;;;../import/Gants_cuir_homme_Alpinestars_GPX_911720_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;S (9 fois), M (8 fois), L (5 fois), XL (7 fois), XXL (7 fois), 3XL (1 fois);noir
;;Gants GPX;92,104,151,138;;;149.00;;;20%;2014-02-34;2014-03-17;;911719;Honda Suisse;Alpinestars;;;;;;;;13;;;;;;Les gants GPX sont des gants Racing Alpinestars courts avec une tenue précise et aucun compromis sur la sécurité;"• Fabriqué en cuir principalement et en tissu<br>
• Panneaux perforés en cuir pour une meilleure ventilation<br>
• Protections en polyuréthane au niveau des poignets<br>
• Coutures renforcées aux zones les plus exposées<br>
• Cuir accordéon au niveau des doigts pour une excellente flexibilité<br>
• Pont breveté entre l’annuaire et le petit doigt<br>
• Logos Alpinestars en caoutchouc<br>
";;;;;;;;;;;;../import/Gants_cuir_homme_Alpinestars_GPX_911719_noirblanc_devant.jpg;;;;;;;;;;;;;;noir-blanc;;Homme;;;;S (5 fois), M (4 fois), XXL (3 fois), 3XL (1 fois);noir, blanc
;;Gants RACING GP-PRO;92,104,151,138;;;259.00;;;20%;2014-02-34;2014-03-17;;911705;Honda Suisse;Alpinestars;;;;;;;;4;;;;;;Des années de tests sur les circuits Moto GP ont permis de développe les gants GP Pro, qui sont actuellement leaders dans leur catégorie. Légers et ergonomiques, ces gants offrent une excellente protection et des performances majeures;"• Cuir pleine fleur, construction multi_panneaux et paume en cuir de kangourou<br>
• Renforts en tissu suède synthétique garantissant souplesse, sensibilité et résistance absolues<br>
• Manchette anatomique avec bordure en polymère pour protéger le poignet des chocs <br>
• Rembourrage en mousse 3D sur le dos de la main. <br>
• Doublure interne sur la main, le pouce et le petit doigt en Kevlar (meilleure résistance à l’abrasion)<br>
• Dos en cuir perforé et côtés ventilés pour améliorer la circulation de l'air sur les mains<br>
";;;;;;;;;;;;../import/Gants_cuir_homme_Alpinestars_RacingGPPro_911705_noirblanc_devant.jpg;;;;;;;;;;;;;;noir-blanc;;Homme;;;;S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir, blanc
;;Gants RACING GP-PRO;92,104,151,138;;;259.00;;;20%;2014-02-34;2014-03-17;;911704;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Des années de tests sur les circuits Moto GP ont permis de développe les gants GP Pro, qui sont actuellement leaders dans leur catégorie. Légers et ergonomiques, ces gants offrent une excellente protection et des performances majeures;"• Cuir pleine fleur, construction multi_panneaux et paume en cuir de kangourou<br>
• Renforts en tissu suède synthétique garantissant souplesse, sensibilité et résistance absolues<br>
• Manchette anatomique avec bordure en polymère pour protéger le poignet des chocs <br>
• Rembourrage en mousse 3D sur le dos de la main. <br>
• Doublure interne sur la main, le pouce et le petit doigt en Kevlar (meilleure résistance à l’abrasion)<br>
• Dos en cuir perforé et côtés ventilés pour améliorer la circulation de l'air sur les mains<br>
";;;;;;;;;;;;../import/Gants_cuir_homme_Alpinestars_RacingGPPro_911704_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;M (1 fois);noir
;;Gants RACING GP-PRO;92,104,151,138;;;259.00;;;20%;2014-02-34;2014-03-17;;911772;Honda Suisse;Alpinestars;;;;;;;;4;;;;;;Des années de tests sur les circuits Moto GP ont permis de développe les gants GP Pro, qui sont actuellement leaders dans leur catégorie. Légers et ergonomiques, ces gants offrent une excellente protection et des performances majeures;"• Cuir pleine fleur, construction multi_panneaux et paume en cuir de kangourou<br>
• Renforts en tissu suède synthétique garantissant souplesse, sensibilité et résistance absolues<br>
• Manchette anatomique avec bordure en polymère pour protéger le poignet des chocs <br>
• Rembourrage en mousse 3D sur le dos de la main. <br>
• Doublure interne sur la main, le pouce et le petit doigt en Kevlar (meilleure résistance à l’abrasion)<br>
• Dos en cuir perforé et côtés ventilés pour améliorer la circulation de l'air sur les mains<br>
";;;;;;;;;;;;../import/Gants_cuir_homme_Alpinestars_RacingGPPro_911772_noirrouge_devant.jpg;;;;;;;;;;;;;;noir-rouge;;Homme;;;;M (1 fois), XL (2 fois), 3XL (1 fois);noir, rouge
;;Gants RACING GP-PRO;92,104,151,138;;;259.00;;;20%;2014-02-34;2014-03-17;;911706;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Des années de tests sur les circuits Moto GP ont permis de développe les gants GP Pro, qui sont actuellement leaders dans leur catégorie. Légers et ergonomiques, ces gants offrent une excellente protection et des performances majeures;"• Cuir pleine fleur, construction multi_panneaux et paume en cuir de kangourou<br>
• Renforts en tissu suède synthétique garantissant souplesse, sensibilité et résistance absolues<br>
• Manchette anatomique avec bordure en polymère pour protéger le poignet des chocs <br>
• Rembourrage en mousse 3D sur le dos de la main. <br>
• Doublure interne sur la main, le pouce et le petit doigt en Kevlar (meilleure résistance à l’abrasion)<br>
• Dos en cuir perforé et côtés ventilés pour améliorer la circulation de l'air sur les mains<br>
";;;;;;;;;;;;../import/Gants_cuir_homme_Alpinestars_RacingGPPro_911772_blancrouge_devant.jpg;;;;;;;;;;;;;;blanc-rouge;;Homme;;;;XL (1 fois);blanc, rouge
;;Gants SMX-2 AIR CARBON;92,104,151,138;;;99.00;;;20%;2014-02-34;2014-03-17;;911724;Honda Suisse;Alpinestars;;;;;;;;19;;;;;;Grâce à son innovante structure mixte, en cuir et tissu perforé, le gant SMX-2 Air Carbon Alpinestars offre au motard sur route un maximum de confort et de prestations, tandis que les articulations en fibre de carbone et les renforts en Clarino sur la paume garantissent un haut niveau de protection;"• Structure mixte en cuir et tissu perforé, légère et résistante aux abrasions <br>
• La paume en cuir synthétique avec renforts en Clarino (meilleure résistance)<br>
• Protections au niveau des articulations en fibre de carbone <br>
• Rembourrage en mousse au niveau du pouce. <br>
• Paume inférieure renforcée avec rembourrage en mousse incorporée <br>
• Manchette en Airprene avec languette en TPR et fermeture Velcro <br>
";;;;;;;;;;;;../import/Gants_cuir_homme_Alpinestars_SMX2AirCarbon_911724_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;S (6 fois), M (5 fois), L (8 fois);noir
;;Gants STELLA SP8;92,104,151,138;;;89.00;;;20%;2014-02-34;2014-03-17;;912703;Honda Suisse;Alpinestars;;;;;;;;6;;;;;;Réalisés expressément pour les pilotes femmes à partir d'un cuir pleine fleur hautement résistant à l'abrasion, les Stella SP8 intègrent le pont entre les doigts breveté Alpinestars et un renfort en tissu suède synthétique sur la paume pour une meilleure adhérence et un confort durable. Une manchette avec fermeture Velcro et un poignet élastique offrent un ajustement hautement personnalisé et en toute sécurité;"• Construction en cuir pleine fleur de première qualité endurante et avec une excellente résistante à l'abrasion.  <br>
• Renfort de la paume en tissu synthétique à motifs <br>
• Renforts avec rembourrage en mousse à divers parties de la main <br>
• Manchette perforée en cuir et côtés des doigts perforés pour une transpiration superbe. <br>
• Manchette avec fermeture Velcro et poignet élastique pour un ajustement sûr et personnalisé. <br>
• Doigts préformés et coutures internes pour confort et sensibilité exceptionnelle. <br>
• Logos imprimés et brodés sur poignet et doigts et logo imprimé à chaud sur les jointures.<br> 
";;;;;;;;;;;;../import/Gants_cuir_femme_Alpinestars_stellasp8_912703_blancnoir_devant.jpg;;;;;;;;;;;;;;noir-blanc;;Femme;;;;M (3 fois), XL (3 fois);noir, blanc
;;Gants STELLA SP8;92,104,151,138;;;89.00;;;20%;2014-02-34;2014-03-17;;912702;Honda Suisse;Alpinestars;;;;;;;;12;;;;;;Réalisés expressément pour les pilotes femmes à partir d'un cuir pleine fleur hautement résistant à l'abrasion, les Stella SP8 intègrent le pont entre les doigts breveté Alpinestars et un renfort en tissu suède synthétique sur la paume pour une meilleure adhérence et un confort durable. Une manchette avec fermeture Velcro et un poignet élastique offrent un ajustement hautement personnalisé et en toute sécurité;"• Construction en cuir pleine fleur de première qualité endurante et avec une excellente résistante à l'abrasion.  <br>
• Renfort de la paume en tissu synthétique à motifs <br>
• Renforts avec rembourrage en mousse à divers parties de la main <br>
• Manchette perforée en cuir et côtés des doigts perforés pour une transpiration superbe. <br>
• Manchette avec fermeture Velcro et poignet élastique pour un ajustement sûr et personnalisé. <br>
• Doigts préformés et coutures internes pour confort et sensibilité exceptionnelle. <br>
• Logos imprimés et brodés sur poignet et doigts et logo imprimé à chaud sur les jointures.<br> 
";;;;;;;;;;;;../import/Gants_cuir_femme_Alpinestars_stellasp8_912702_noir_devant.jpg;;;;;;;;;;;;;;noir;;Femme;;;;XS (1 fois), S (2 fois), M (3 fois), L (3 fois), XL (3 fois);noir
;;Gants STELLA VIKA NOIR;92,104,151,138;;;99.00;;;20%;2014-02-34;2014-03-17;;912712;Honda Suisse;Alpinestars;;;;;;;;22;;;;;;"Style, fonctionnalité et performance: les gants en cuir VIKA offrent à la femme pilote passionnée de la mode une élégance moulante et des performances accrues. Parfaits à utiliser en tant que gants moto ou ""fashion"", les gants VIKA s'inspirent des dernières tendances des podiums et ils représentent le complément idéal pour intégrer les autres modèles de la collection VIKA Alpinestars";"• Design optimisé et réalisé expressément pour suivre la forme de la main féminine<br>
• La manchette courte favorise l’ajustement, la fonctionnalité et le confort<br>
• Construction endurante en cuir pleine fleur et en cuir de chèvre<br>
• Coutures à l’extérieur et manchettes sans coutures pour améliorer le confort<br>
• Rembourrage en mousse innovante thermoformée<br>
• Fermeture éclair sur les manchettes <br>
";;;;;;;;;;;;../import/Gants_cuir_femme_Alpinestars_stellavika_912712_noir devant.jpg;;;;;;;;;;;;;;noir;;Femme;;;;XS (2 fois), S (5 fois), M (5 fois), L (5 fois), XL (5 fois);noir
;;Gourde GEAR WEAR BOTTLE;155;;;39.00;;;20%;2014-02-34;2014-03-17;;917259;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la polyvalente marque italienne ne cesse de se développer et propose toujours plus d’accessoires, afin de vous offrir la possibilité de porter la marque dans n'importe quelles circonstances;• Capacité 0.5 L;;;;;;;;;;;;../import/Gourde_unisexe_Alpinestars_gearwearbottle_917259_noir_devant.jpg;;;;;;;;;;;;;;noir;;Unisexe;;;;taille unique;noir
;;Gourde GEAR WEAR BOTTLE;155;;;39.00;;;20%;2014-02-34;2014-03-17;;917284;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la polyvalente marque italienne ne cesse de se développer et propose toujours plus d’accessoires, afin de vous offrir la possibilité de porter la marque dans n'importe quelles circonstances;• Capacité 0.5 L;;;;;;;;;;;;../import/Gourde_unisexe_Alpinestars_gearwearbottle_917284_rouge_devant.jpg;;;;;;;;;;;;;;rouge;;Unisexe;;;;taille unique;rouge
;;Gourde GEAR WEAR BOTTLE;155;;;39.00;;;20%;2014-02-34;2014-03-17;;917260;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la polyvalente marque italienne ne cesse de se développer et propose toujours plus d’accessoires, afin de vous offrir la possibilité de porter la marque dans n'importe quelles circonstances;• Capacité 0.5 L;;;;;;;;;;;;../import/Gourde_unisexe_Alpinestars_gearwearbottle_917260_jaune_devant.jpg;;;;;;;;;;;;;;jaune;;Unisexe;;;;taille unique;jaune
;;Jeans ABLAZE TECH DENIM;136;;;249.00;;;20%;2014-02-34;2014-03-17;;;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;Le jeans Ablaze Tech Denim est un véritable pantalon technique qui dissimule parfaitement de nombreuses protections pour garantir votre sécurité. Ses renforts en Kevlar aux zones sensibles et ses protections amovibles et ajustables homologuées aux genoux vous protègeront contre l’abrasion en cas de chute. Ajouté à cela, ce jeans vous offrira également un confort sans égal même si vous n’êtes pas véhiculés.;"• Fabriqué avec du tissu denim 12<br>
• Effet délavé pour un ajustement durable et à la mode<br>
• Utilisable en tant que piéton ou utilisateur de 2 roues<br>
• Renforts Kevlar internes au fessier, aux hanches et aux genoux offrant une excellente résistance à l'abrasion <br>
• Protections CE  amovibles au niveau des genoux  <br>
• Protections de hanche amovibles de 5 mm d'épaisseur  <br>
• Coutures principales parallèles et endurantes pour une résistance dans le temps accrue.  <br>
• Étiquette ceinture Astars et logos en cuir devant et derrière<br>
";;;;;;;;;;;;../import/Jeans_Kevlar_homme_Alpinestars_AblazeTechDenim_pasref_bleu_devant.jpg;;;;;;;;;;;;;;bleu;;Homme;;;;32 (1 fois), 34 (1 fois);bleu
;;Jeans STELLA KERRY TECH DENIM;136;;;249.00;;;20%;2014-02-34;2014-03-17;;;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Jean femme offrant une excellente résistance à l'abrasion et aux chocs répétés grâce aux renforts Kevlar, le jean Kerry est expressément conçu par le service produit femme Alpinestars pour assurer un ajustement séduisant. Les coutures renforcées rendent ce jean encore plus pratique pendant que des rivets personnalisés et des détails en cuir lui confèrent une allure à la mode;"• Ajustement performant qui s’adapte de manière optimale au corps féminin. <br>
• Fabriqué avec du tissu denim pour un ajustement durable et à la mode. <br>
• Renforts internes au fessier, aux hanches et aux genoux Kevlar offrant une excellente résistance à l'abrasion <br>
• Protections genoux certifiées CE ajustables.  <br>
• Protections de hanche amovibles avec sangles Velcro pour un ajustement sûr.  <br>
• Coutures principales parallèles et endurantes pour une résistance dans le temps <br>
• Motifs à la mode imprimés à l'intérieur de la taille et des poches internes.  <br>
";;;;;;;;;;;;../import/Jeans_Kevlar_femme_Alpinestars_stellakerrytechdenim_pasref_bleu_devant.jpg;;;;;;;;;;;;;;bleu;;Femme;;;;46 (1 fois);bleu
;;Linge HAZARD TOWEL;140;;;69.00;;;20%;2014-02-34;2014-03-17;;917187;Honda Suisse;Alpinestars;;;;;;;;14;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la polyvalente marque italienne ne cesse de se développer et propose toujours plus d’accessoires, afin de vous offrir la possibilité de porter la marque aussi bien en ville que sur votre 2 roues;;;;;;;;;;;;;../import/Linge_textile_unisexe_hazardtowel_917187_grisnoir_devant.jpg;;;;;;;;;;;;;;noir-gris;;Unisexe;;;;taille unique;noir, gris
;;Pantalon AIR-FLO ;89,101,149;;;229.00;;;20%;2014-02-34;2014-03-17;;911607;Honda Suisse;Alpinestars;;;;;;;;6;;;;;;Le pantalon Air Flo est un pantalon en textile agréable à porter qui vous assure une sécurité maximale, du fait qu’il est fabriqué en polyester et enduit de polyuréthane , afin de vous garantir plus de résistance. Ce pantalon vous offre une ventilation optimale grâce à son tissu perforé Air-Flo. De plus, grâce à ses panneaux stretch vous bénéficierez d’une souplesse optimale. ;;;;;;;;;;;;;../import/Pantalon_textile_homme_Alpinestars_AirFlo_911607_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;L (1 fois), XL (1 fois), XXL (2 fois), 3XL (2 fois);noir
;;Pantalon ANDES DRYSTAR;89,101,149;;;249.00;;;20%;2014-02-34;2014-03-17;;911629;Honda Suisse;Alpinestars;;;;;;;;3;;;;;;"Polyvalent, réalisé en utilisant l'exclusive membrane DRYSTAR Alpinestars, le pantalon Andes est complètement étanche 
et hautement transpirant dans les conditions les plus difficiles. Équipé de protections certifiées CE dans les zones stratégiques, ce pantalon peut s'adapter à toute condition climatique et il est compatible à 100% avec la veste Andes DRYSTAR
";"• Polyester innovant renforcé pour une meilleure résistance à l’abrasion<br>
•  Construction réalisée avec l'exclusive membrane étanche Drystar <br>
• Doublure thermique (longue) amovible pour garantir un confort maximal <br>
• Divers panneaux stretch en accordéon pour améliorer les performances pendant la conduite. <br>
• Renfort en mousse de polyester au niveau des hanches<br>
• Protections CE amovibles au niveau des genoux<br>
• Bretelles réglables et amovibles pour améliorer le confort et l'ajustement. <br>
• Optimisé pour être assorti à la veste Andes Drystar.<br>
";;;;;;;;;;;;../import/Pantalon_textile_homme_Alpinestars_AndesDrystar_911629_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;L (1 fois), 2XL (1 fois), 4XL (1 fois);noir
;;Pantalon AST-1 WP;89,101,149;;;179.00;;;20%;2014-02-34;2014-03-17;;911609;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Le pantalon AST-1 WP est un pantalon de route avec un design sportif qui excelle par sa polyvalence. Doté d’une membrane étanche et respirante, vous pourrez agréablement le porter avec sa doublure en mesh pour les randonnées estivales. De plus, ce pantalon s’accorde parfaitement avec toutes les vestes Alpinestars;"• Structure externe en multi-tissu pour une meilleure résistance  <br>
• Membrane intégrée respirante et imperméable<br>
• Protections CE amovibles au niveau des genoux. <br>
• Renfort en mousse au niveau de l’entrecuisse pour un meilleur confort<br>
• Inserts à haute visibilité pour optimiser la sécurité du pilote en conditions de faible visibilité<br>
• Structure optimisée pour l’utilisation avec la veste AST-1 WP<br>
";;;;;;;;;;;;../import/Pantalon_textile_homme_Alpinestars_AST-1WP_911609_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;M (1 fois);noir
