ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL-rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
85196;;Alpinestars Jacke BRASS - Braun;;;;;;;;;;RPGASBC15802;;;;;;;;;;;;;;;;;Aus luxuriösem geschmeidigem Vollnarbenleder, das mit einer handwerklichen Gerbverarbeitung zur Gewährleistung eines einzigartigen Aussehens veredelt wird, das mit den Jahren immer schöner wird, stellt die Brass Jacke eine perfekte Synergie von Styl und Leistung mit einen im detailreichen Vintage-Optik Chassis integrierten zertifizierten Schutz dar.;<ul><li>Außenhaut aus handgefertigtem hochwertigem Vollnarbenleder, das mit einer traditionellen Gerbmethode zur Gewährleistung eines einzigartigen Vintage-Auftritts und -Stils behandelt wird.</li><li>Hintere Schulterzwickel ermöglichen uneingeschränkte Bewegungsfreiheit in Fahrposition.</li><li>Perforierte Ledereinsätze an den Ärmeln verbessern die Belüftung und den Komfort der Jacke.</li><li>Herausnehmbare erstklassige zertifizierte Schulter- und Ellbogenprotektoren für Aufprallschutz.</li><li>Inneres Rückenprotektor-Fach ermöglicht Zubehör-Upgrade des Rückenprotektors zur Steigerung der Schutzeigenschaften der Jacke.</li><li>Akkordeon-Ledereinsätze an der Taille für körpernahe und komfortable Tragepassform.</li><li>Innere und äußere Fächer integrieren Reißverschlüsse für sicheren Verschluss, sowie eine praktische Kleingeldtasche am linken Arm.</li><li>Einzigartige Verzierung, Besätze, Druckknöpfe und Niete im OSCAR-Stil vervollständigen den Vintage-Look.</li></ul>;;Alpinestars Jacke BRASS - Braun Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85197;;Alpinestars Jacke STELLA RENEE - Schwarz;;;;;;;;;;RPGASBL13101;;;;;;;;;;;;;;;;;Als Teil des Alpinestars City Collection integriert die Renee Jacke starke Schutzeigenschaften und Abriebpolsterung mit einem modischen und figurschmeichelnden damenspezifischen Design auf raffinierte Weise. Die Außenhaut-Anfertigung aus weichem Leder und modernem Textil verleiht dieser zugeschnittenen Straßenjacke eine luxuriöse Note, die Sie sicherlich auffallen lässt.;<ul><li>Leichte höchst konturierte herausnehmbare CE-zertifizierte Ellbogen- und Schulterprotektoren bieten hervorragenden Aufprallschutz</li><li>Für eine damenspezifische sportliche Passform speziell entwickelt und optimiert.</li></ul>;;Alpinestars Jacke STELLA RENEE - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85198;;Alpinestars Jacke SCION 2L - Schwarz/Rot;;;;;;;;;;RPGASBL141431;;;;;;;;;;;;;;;;;Die neue Rideout Kollektion von Alpinestars ist ideal für Stadtfahrten oder Bergstraßen, und die Scion 2 Layer Jacke ist das perfekte Beispiel der Verschmelzung von Form und Funktion. Die Scion 2 Layer Jacke hat eine zweilagige, doppelt verstärkte Hauptkonstruktion für eine unübertroffene Wasserdichtheit und Atmungsaktivität, sowie zertifizierten Schutz und viele Anpassungsoptionen. ;<ul><li>Technisches zweilagiges Hauptmaterial aus einer wasserfesten Außenhaut und einer wasserdichten und atmungsaktiven Membran, die miteinander verbunden sind, um Masse zu reduzieren und die Haltbarkeit zu verbessern. Alle Nähte sind für eine garantierte Wetterfestigkeit abgedichtet.</li><li>Abnehmbare Ellbogen- und Schulterprotektoren für herausragenden Schutz.</li><li>Gepolstertes Rückenfach für Bio Armor Brust- und Rückenschutz als Zubehör verfügbar.</li><li>Die abnehmbare, verstellbare Kapuze kann mit dem Velcro®-Verschluss während der Fahrt gesichert werden. Kapuze kann im Kragen verstaut werden.</li><li>RV-Unterarmbelüftung reguliert die Körpertemperatur.</li><li>Sicherer Velcro®-Klettverschluss, um zu verhindern dass Wasser eindringt.</li><li>Vorgeformte Ärmelkonstruktion mit Velcro® Volumenregelsystem.</li><li>Praktische Außentaschen, Netzinnenfächer, plus Innentasche für Brieftasche.</li><li>Stoßdämpfungseinlage mit Verstellvorrichtung an Taille und Rücken für eine höchst individuelle Passform auf dem und abseits des Motorrads.</li><li>Angerauter Microfiber Innenkragen für mehr Komfort, sowie Stoßdämpfungseinlage mit Verstellvorrichtung.</li><li>Reflektierende Streifen verbessern die Sichtbarkeit.</li></ul>;;Alpinestars Jacke SCION 2L - Schwarz/Rot Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85199;;Alpinestars Jacke SCION 2L - Orange;;;;;;;;;;RPGASBL144911;;;;;;;;;;;;;;;;;Die neue Rideout Kollektion von Alpinestars ist ideal für Stadtfahrten oder Bergstraßen, und die Scion 2 Layer Jacke ist das perfekte Beispiel der Verschmelzung von Form und Funktion. Die Scion 2 Layer Jacke hat eine zweilagige, doppelt verstärkte Hauptkonstruktion für eine unübertroffene Wasserdichtheit und Atmungsaktivität, sowie zertifizierten Schutz und viele Anpassungsoptionen. ;<ul><li>Technisches zweilagiges Hauptmaterial aus einer wasserfesten Außenhaut und einer wasserdichten und atmungsaktiven Membran, die miteinander verbunden sind, um Masse zu reduzieren und die Haltbarkeit zu verbessern. Alle Nähte sind für eine garantierte Wetterfestigkeit abgedichtet.</li><li>Abnehmbare Ellbogen- und Schulterprotektoren für herausragenden Schutz.</li><li>Gepolstertes Rückenfach für Bio Armor Brust- und Rückenschutz als Zubehör verfügbar.</li><li>Die abnehmbare, verstellbare Kapuze kann mit dem Velcro®-Verschluss während der Fahrt gesichert werden. Kapuze kann im Kragen verstaut werden.</li><li>RV-Unterarmbelüftung reguliert die Körpertemperatur.</li><li>Sicherer Velcro®-Klettverschluss, um zu verhindern dass Wasser eindringt.</li><li>Vorgeformte Ärmelkonstruktion mit Velcro® Volumenregelsystem.</li><li>Praktische Außentaschen, Netzinnenfächer, plus Innentasche für Brieftasche.</li><li>Stoßdämpfungseinlage mit Verstellvorrichtung an Taille und Rücken für eine höchst individuelle Passform auf dem und abseits des Motorrads.</li><li>Angerauter Microfiber Innenkragen für mehr Komfort, sowie Stoßdämpfungseinlage mit Verstellvorrichtung.</li><li>Reflektierende Streifen verbessern die Sichtbarkeit.</li></ul>;;Alpinestars Jacke SCION 2L - Orange Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85200;;Alpinestars Jacke STELLA SPARK SOFTSHELL - Grün;;;;;;;;;;RPGASBL146581;;;;;;;;;;;;;;;;;Als technische winddichte wasserfeste für eine optimierte Damenpassform konzipierte Softshell-Jacke integriert die Stella Spark Jacke zertifizierte Schützer und Belüftung-Reißverschlüsse zur Kontrolle der Innentemperatur. Die Stella Spark ist strapazierfähig und komfortabel und weist Personalisierungsmöglichkeiten auf, welche sie perfekt sowohl beim Motorrad-Fahren als auch beim Gehen machen.;<ul><li>Zur Gewährleistung einer optimierten Damenpassform entwickelt und hergestellt, ist diese Jacke speziell für die Betonung der weiblichen Körperform gestylt.</li><li>Die technische 3-lagige Struktur integriert eine Softshell Oberstruktur, welche mit einer winddichten Membran und Mesh-Futter für eine äußerst komfortable atmungsaktive und leichte Jacke verbunden ist.</li><li>geprüfte Schulter- und Ellbogenprotektoren für erstklassigen Schutz.</li><li>Rückentasche mit PE Polstereinsätze (Alpinestars Rückenprotektor als Upgrade-Zubehör erhältlich).</li><li>Alle Protektoren sind fest im Fächer mit Netztaschen zur Verbesserung der Belüftung gesichert.</li><li>Belüftungs-Reißverschlüsse an Achselhöhle zur Verbesserung der Luftführung und Atmungsaktivität.</li><li>Schnurversteller am Kragen und unteren Saum für personalisierte und stets sichere Passform.</li><li>Verstellung der Ärmelgröße durch Klettverschluss für verbesserte Fahrpassform.</li><li>Ärmel mit Silikon-gedrücktem Klettverschluss für einfaches Anziehen und festen Verschluss.</li><li>Sturmhaube zeichnet sich durch einen Anschluss zur Befestigung am Hauptkörper beim Fahren.</li><li>Wasserfeste Innentasche für Portemonnaie/Ausweis/MP3 mit Kopfhörer-Leitungsschlauch.</li><li>Strapazierfähige YKK Vorderreißverschluss und Taschen für sicheren Verschluss.</li><li>Praktische Innentaschen.</li><li>Reflexdetails für verbesserte Fahrersichtbarkeit.</li></ul>;;Alpinestars Jacke STELLA SPARK SOFTSHELL - Grün Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85201;;Alpinestars Jacke SCION 2L - Grün;;;;;;;;;;RPGASBL146911;;;;;;;;;;;;;;;;;Die neue Rideout Kollektion von Alpinestars ist ideal für Stadtfahrten oder Bergstraßen, und die Scion 2 Layer Jacke ist das perfekte Beispiel der Verschmelzung von Form und Funktion. Die Scion 2 Layer Jacke hat eine zweilagige, doppelt verstärkte Hauptkonstruktion für eine unübertroffene Wasserdichtheit und Atmungsaktivität, sowie zertifizierten Schutz und viele Anpassungsoptionen. ;<ul><li>Technisches zweilagiges Hauptmaterial aus einer wasserfesten Außenhaut und einer wasserdichten und atmungsaktiven Membran, die miteinander verbunden sind, um Masse zu reduzieren und die Haltbarkeit zu verbessern. Alle Nähte sind für eine garantierte Wetterfestigkeit abgedichtet.</li><li>Abnehmbare Ellbogen- und Schulterprotektoren für herausragenden Schutz.</li><li>Gepolstertes Rückenfach für Bio Armor Brust- und Rückenschutz als Zubehör verfügbar.</li><li>Die abnehmbare, verstellbare Kapuze kann mit dem Velcro®-Verschluss während der Fahrt gesichert werden. Kapuze kann im Kragen verstaut werden.</li><li>RV-Unterarmbelüftung reguliert die Körpertemperatur.</li><li>Sicherer Velcro®-Klettverschluss, um zu verhindern dass Wasser eindringt.</li><li>Vorgeformte Ärmelkonstruktion mit Velcro® Volumenregelsystem.</li><li>Praktische Außentaschen, Netzinnenfächer, plus Innentasche für Brieftasche.</li><li>Stoßdämpfungseinlage mit Verstellvorrichtung an Taille und Rücken für eine höchst individuelle Passform auf dem und abseits des Motorrads.</li><li>Angerauter Microfiber Innenkragen für mehr Komfort, sowie Stoßdämpfungseinlage mit Verstellvorrichtung.</li><li>Reflektierende Streifen verbessern die Sichtbarkeit.</li></ul>;;Alpinestars Jacke SCION 2L - Grün Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85202;;Alpinestars Jacke SCION 2L - Grau;;;;;;;;;;RPGASBL149911;;;;;;;;;;;;;;;;;Die neue Rideout Kollektion von Alpinestars ist ideal für Stadtfahrten oder Bergstraßen, und die Scion 2 Layer Jacke ist das perfekte Beispiel der Verschmelzung von Form und Funktion. Die Scion 2 Layer Jacke hat eine zweilagige, doppelt verstärkte Hauptkonstruktion für eine unübertroffene Wasserdichtheit und Atmungsaktivität, sowie zertifizierten Schutz und viele Anpassungsoptionen. ;<ul><li>Technisches zweilagiges Hauptmaterial aus einer wasserfesten Außenhaut und einer wasserdichten und atmungsaktiven Membran, die miteinander verbunden sind, um Masse zu reduzieren und die Haltbarkeit zu verbessern. Alle Nähte sind für eine garantierte Wetterfestigkeit abgedichtet.</li><li>Abnehmbare Ellbogen- und Schulterprotektoren für herausragenden Schutz.</li><li>Gepolstertes Rückenfach für Bio Armor Brust- und Rückenschutz als Zubehör verfügbar.</li><li>Die abnehmbare, verstellbare Kapuze kann mit dem Velcro®-Verschluss während der Fahrt gesichert werden. Kapuze kann im Kragen verstaut werden.</li><li>RV-Unterarmbelüftung reguliert die Körpertemperatur.</li><li>Sicherer Velcro®-Klettverschluss, um zu verhindern dass Wasser eindringt.</li><li>Vorgeformte Ärmelkonstruktion mit Velcro® Volumenregelsystem.</li><li>Praktische Außentaschen, Netzinnenfächer, plus Innentasche für Brieftasche.</li><li>Stoßdämpfungseinlage mit Verstellvorrichtung an Taille und Rücken für eine höchst individuelle Passform auf dem und abseits des Motorrads.</li><li>Angerauter Microfiber Innenkragen für mehr Komfort, sowie Stoßdämpfungseinlage mit Verstellvorrichtung.</li><li>Reflektierende Streifen verbessern die Sichtbarkeit.</li></ul>;;Alpinestars Jacke SCION 2L - Grau Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85203;;Alpinestars Jacke SCION 2L - Graumelange;;;;;;;;;;RPGASBL15102;;;;;;;;;;;;;;;;;Die neue Rideout Kollektion von Alpinestars ist ideal für Stadtfahrten oder Bergstraßen, und die Scion 2 Layer Jacke ist das perfekte Beispiel der Verschmelzung von Form und Funktion. Die Scion 2 Layer Jacke hat eine zweilagige, doppelt verstärkte Hauptkonstruktion für eine unübertroffene Wasserdichtheit und Atmungsaktivität, sowie zertifizierten Schutz und viele Anpassungsoptionen. ;<ul><li>Technisches zweilagiges Hauptmaterial aus einer wasserfesten Außenhaut und einer wasserdichten und atmungsaktiven Membran, die miteinander verbunden sind, um Masse zu reduzieren und die Haltbarkeit zu verbessern. Alle Nähte sind für eine garantierte Wetterfestigkeit abgedichtet.</li><li>Abnehmbare Ellbogen- und Schulterprotektoren für herausragenden Schutz.</li><li>Gepolstertes Rückenfach für Bio Armor Brust- und Rückenschutz als Zubehör verfügbar.</li><li>Die abnehmbare, verstellbare Kapuze kann mit dem Velcro®-Verschluss während der Fahrt gesichert werden. Kapuze kann im Kragen verstaut werden.</li><li>RV-Unterarmbelüftung reguliert die Körpertemperatur.</li><li>Sicherer Velcro®-Klettverschluss, um zu verhindern dass Wasser eindringt.</li><li>Vorgeformte Ärmelkonstruktion mit Velcro® Volumenregelsystem.</li><li>Praktische Außentaschen, Netzinnenfächer, plus Innentasche für Brieftasche.</li><li>Stoßdämpfungseinlage mit Verstellvorrichtung an Taille und Rücken für eine höchst individuelle Passform auf dem und abseits des Motorrads.</li><li>Angerauter Microfiber Innenkragen für mehr Komfort, sowie Stoßdämpfungseinlage mit Verstellvorrichtung.</li><li>Reflektierende Streifen verbessern die Sichtbarkeit.</li></ul>;;Alpinestars Jacke SCION 2L - Graumelange Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85204;;Alpinestars Jacke ENFORCE DS - Schwarz;;;;;;;;;;RPGASBM16106;;;;;;;;;;;;;;;;;"Nach dem Erfolg des ""Black Shadow"" Lederjacke-Palette führt die Jacke Enforce DRYSTAR® die stilvolle Bekleidungslinie im Streetstyle der Kollektion mit einer aggressiven strapazierfähigen Jacke weiter, welche eine vielseitige Einsetzbarkeit, Komfort und Schutz leistet.";"<ul><li>Aus schwerem 450 Denier Polyamidgewebe für erhöhte Abriebfestigkeit und Strapazierfähigkeit.</li><li>Strategisch positionierte Stretcheinsätze an den Ärmel und der Taille für ausgezeichnete Flex-Passform und Beweglichkeit auf dem Motorrad.</li><li>Durchlaufendes 100% DRYSTAR® wasserfestes Futter für hohe Komfortniveaus und Witterungsschutz.</li><li>Herausnehmbares langärmeliges Thermalfutter mit Kragen aus Polyestergewebe gewährleistet die vielseitige Einsetzbarkeit und Komfort der Jacke bei Kälte und Hitze. Jackenfutter ist Schall-gesteppt für verbesserte Thermalleistung.</li><li>Integriert das Alpinestars Climate Control System (CCS - Klimatisierungssystem) mit Lufteinlassöffnungen mit Reißverschluss am oberen Rumpf zur Kühlleistung.</li><li>Äußerer rennerprobter Schulterschutz aus doppeldichtigem Polymer bietet ausgezeichnete Abriebfestigkeit im wichtigen Aufprallbereich.</li><li>Erstklassiger Aufprallschutz, geprüfte Ellbogen- und Schulterprotektoren für zusätzlichen Aufprallschutz.</li><li>Brust- und Rücken-Protektorfächer mit fortschrittlicher Komfortpolsterung aus Polyesterschaum (CE-zertifizierter Bio-Armor Rückprotektor als Zubehör erhältlich).</li><li>Vorgeformte Ärmel für höheren Komfort und Leistung in Fahrposition. Ärmel weisen bahnbrechende Größeversteller zur Vermeidung überschüssigen Materialfalten und zur Leistung sicherer und individueller Passgenauigkeit auf.</li><li>Verlängerter und verstärkter unterer Rückenbereich für Fahrkomfort.</li><li>Äußere Eingrifftaschen, Innentaschen und wasserfeste Portemonnaie-Tasche; Taschen sind mit Reißverschluss für einen sicheren Verschluss versehen.</li><li>Umlaufender Taillen-Verbindungsreißverschluss ermöglicht den Anschluss an den Alpinestars Hosen.</li></ul>";;Alpinestars Jacke ENFORCE DS - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85205;;Alpinestars Jacke PIKES DS - Schwarz/Rot/Weiss;;;;;;;;;;RPGASBM161321;;;;;;;;;;;;;;;;;Die Jacke Pikes DRYSTAR® ist aus verschiedenen Materialkombinationen angefertigt, weist einer Struktur aus verstärktem Polyamid auf und integriert sowohl Alpinestars durchgehendes 100% wasserfestes Futter als auch eine herausnehmbare Wärmejacke für eine äußerst vielseitige Wetterbeständigkeit. Diese strapazierfähige Jacke zeichnet sich durch zahlreiche Komforteigenschaften aus.;<ul><li>Außenhaut-Anfertigung aus verschiedenen Materialkombinationen mit schwerem Denier-Textil ist mit einer PU-Beschichtung für erhöhte Abriebfestigkeit und Strapazierfähigkeit verstärkt.</li><li>Durchlaufendes 100% DRYSTAR® wasserfestes Futter für hohe Niveaus an Komfort und Witterungsschutz.</li><li>Ledereinsätze im unteren Ärmelbereich bietet hohe Niveaus an Strapazierfähigkeit und Abriebfestigkeit.</li><li>Herausnehmbare langärmelige innere Wärmejacke mit Kragen aus Polyestergewebe gewährleistet die vielseitige Einsetzbarkeit und Komfort der Jacke bei Kälte und Hitze.</li><li>Erstklassiger Aufprallschutz, CE-geprüften Ellbogen- und Schulterprotektoren für zusätzlichen Aufprallschutz.</li><li>Äußere doppeldichtige TPU Schulterschleifer bieten ausgezeichneten Schutz gegen Aufprall und Rutsch.</li><li>Brust- und Rücken-Protektorfächer mit fortschrittlicher Komfortpolsterung aus Polyesterschaum (Alpinestars Protektoreneinsätze als Zubehör erhältlich).</li><li>Integriert das Alpinestars Climate Control System (CCS - Klimatisierungssystem) mit Lufteinlassöffnungen mit Reißverschluss am oberen Rumpf zur Kühlleistung.</li><li>Volumenverstellung mit Klettverschluss an den Ärmel, sowie Bündchen mit Reißverschluss bieten vielseitige und genaue Passform.</li><li>Akkordeon-Stretcheinsätze aus Poly-Gewebe an Ellbogen für Flexibilität und Bewegungsfreiheit.</li><li>Handgelenk-Verstellung mit Klettverschluss bietet sichere und individuelle Passgenauigkeit.</li><li>Reflexdetails auf der Vorder- und Rückenseite für ausgezeichnete Fahrersichtbarkeit bei schlechten Lichtverhältnissen.</li><li>Innerer umlaufender Taillen-Verbindungsreißverschluß ermöglicht Anschluss an Alpinestars Textilhosen.</li></ul>;;Alpinestars Jacke PIKES DS - Schwarz/Rot/Weiss Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
