id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
60076;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;32X45X9/11;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60077;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;25,7X37X10,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60078;;Gabelsimmerset + Staubkappenset;;;;;;;;;;;;;;;;;;;;;;;;;;;31,7X42,8 / 48X7,6/11,6;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60079;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;31,7X42X7/9;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60080;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;30X40X8/9;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60081;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;30X40X7/8;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60082;;Staubkappenset ;;;;;;;;;;;;;;;;;;;;;;;;;;;45X58,3/62,3X4.5/11;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60083;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;45X58X8,5/11;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60084;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;Nehme 250034;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60118;;K&N Air Foam Filter Wrap;;;;;;;;;;;;;;;;;;;;;;;;;;;Pre-Cleaner Red 76 X 121 Cm;Filtermatte;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60119;;Batterie Gel Shinyo -Yb10A-B ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60120;;Batterie Gel Shinyo -Yb16Al-A2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60121;;Batterie Gel Shinyo -Yb16-B ;;;;;;;;;;;;;;;;;;;;;;;;;;;;'+ Vorgezogene Entsorgungsgebühr (Veg);;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
