Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);url strt;url end;image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
1;Disc Cover Mounting Kit Kawaski;430;29.63;1;;1;;;;;0011587;;Freidig;Acerbis;;;;;;;;;;;;;;Rear;<ul><li>KLX 450 08-10</li><li>KX-F 450T 06-12</li><li>KX-F 250 06-12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9930-090-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9930-090-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Disc Cover Mounting Kit Honda;430;29.63;1;;1;;;;;0011588;;Freidig;Acerbis;;;;;;;;;;;;;;Rear;<ul><li>CRF 250 R/X 4T 06-12</li><li>CRF 450 R 4T 06-12</li><li>CRF 450 X 4T 06-12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9930-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9930-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Disc Cover Mounting Kit Yamaha;430;29.63;1;;1;;;;;0011589;;Freidig;Acerbis;;;;;;;;;;;;;;Rear;<ul><li>WRF250/450 06-11</li><li>YZ125/250 07-08</li><li>YZF250/450 07-08</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9930-090-3XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9930-090-3XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Montagekit Trip Fit Pour Ram;431;37.96;1;;1;;;;;0011590;;Freidig;Acerbis;;;;;;;;;;;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9930-090-2XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9930-090-2XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Honda;430;32.41;1;;1;;;;;0011621.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>CR 85 R 07</li><li>CRF 150 R 07-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9929-090-XS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9929-090-XS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Honda;430;32.41;1;;1;;;;;0011622.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>CR125 / 250 '90-'03 </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9929-090-XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9929-090-XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Honda;430;32.41;1;;1;;;;;0011623.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>CRE 125 R 04/06</li><li>CRE 250 R 04/06</li><li>CRF 250 R 04-</li><li>CRF 250 X 04-</li><li>CRE 450 F 04-</li><li>CRF 450 R 04-</li><li>CRF 450 X 05-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9929-090-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9929-090-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Honda;430;32.41;1;;1;;;;;0011623.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>CRE 125 R 04/06</li><li>CRE 250 R 04/06</li><li>CRF 250 R 04-</li><li>CRF 250 X 04-</li><li>CRE 450 F 04-</li><li>CRF 450 R 04-</li><li>CRF 450 X 05-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9929-090-M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9929-090-M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Honda;430;32.41;1;;1;;;;;0011623.110;;Freidig;Acerbis;;;;;;;;;;;;;;Rouge;<ul><li>CRE 125 R 04/06</li><li>CRE 250 R 04/06</li><li>CRF 250 R 04-</li><li>CRF 250 X 04-</li><li>CRE 450 F 04-</li><li>CRF 450 R 04-</li><li>CRF 450 X 05-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9929-090-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9929-090-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Honda;430;32.41;1;;1;;;;;0011623.120;;Freidig;Acerbis;;;;;;;;;;;;;;Transparent;<ul><li>CRE 125 R 04/06</li><li>CRE 250 R 04/06</li><li>CRF 250 R 04-</li><li>CRF 250 X 04-</li><li>CRE 450 F 04-</li><li>CRF 450 R 04-</li><li>CRF 450 X 05-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9929-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9929-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Lower Fork Covers Kawasaki/Suzuki;430;32.41;1;;1;;;;;0011625.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>KX 125 04/08</li><li>KX 250 04/08</li><li>KX 250 F 04/05</li><li>KXE 125 03</li><li>KXE 250 03</li><li>RM Z 250 04/06</li><li>SM 125 04/06</li><li>SM 250 04/06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9929-090-2XS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9929-090-2XS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Lower Fork Covers Kawasaki/Suzuki;430;32.41;1;;1;;;;;0011625.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>KX 125 04/08</li><li>KX 250 04/08</li><li>KX 250 F 04/05</li><li>KXE 125 03</li><li>KXE 250 03</li><li>RM Z 250 04/06</li><li>SM 125 04/06</li><li>SM 250 04/06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9929-090-2XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9929-090-2XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Lower Fork Covers Kawasaki/Suzuki;430;32.41;1;;1;;;;;0011625.120;;Freidig;Acerbis;;;;;;;;;;;;;;Transparent;<ul><li>KX 125 04/08</li><li>KX 250 04/08</li><li>KX 250 F 04/05</li><li>KXE 125 03</li><li>KXE 250 03</li><li>RM Z 250 04/06</li><li>SM 125 04/06</li><li>SM 250 04/06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9928-090-XS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9928-090-XS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Kawasaki;430;32.41;1;;1;;;;;0011626.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>KX F 250 06/08</li><li>KX F 450 06/08</li><li>KL X 450 08/09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9928-090-XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9928-090-XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Kawasaki;430;32.41;1;;1;;;;;0011626.120;;Freidig;Acerbis;;;;;;;;;;;;;;Transparent;<ul><li>KX F 250 06/08</li><li>KX F 450 06/08</li><li>KL X 450 08/09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9928-090-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9928-090-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Kawasaki;430;32.41;1;;1;;;;;0011626.130;;Freidig;Acerbis;;;;;;;;;;;;;;Vert;<ul><li>KX F 250 06/08</li><li>KX F 450 06/08</li><li>KL X 450 08/09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9928-090-M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9928-090-M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Ktm;430;43.52;1;;1;;;;;0011627.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>EXC 125 00/07</li><li>EXC 200 00/07</li><li>EXC 250 2T 99/07</li><li>EXC 300 98/07</li><li>EXC 380 2T 00/02</li><li>EXC-F 250 04/07</li><li>EXC-F 400 00/07</li><li>EXC-F 450 03/07</li><li>EXC-F 525 03/07</li><li>SX 125 00/07</li><li>SX 200 03/04</li><li>SX 250 00/07</li><li>SX 380 00/02</li><li>SX 400 00/02</li><li>RACING 520 4T 00/02</li><li>SX-F 250 4T 06/07</li><li>SX-F 450 04/07</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9928-090-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9928-090-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Ktm;430;43.52;1;;1;;;;;0011627.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>EXC 125 00/07</li><li>EXC 200 00/07</li><li>EXC 250 2T 99/07</li><li>EXC 300 98/07</li><li>EXC 380 2T 00/02</li><li>EXC-F 250 04/07</li><li>EXC-F 400 00/07</li><li>EXC-F 450 03/07</li><li>EXC-F 525 03/07</li><li>SX 125 00/07</li><li>SX 200 03/04</li><li>SX 250 00/07</li><li>SX 380 00/02</li><li>SX 400 00/02</li><li>RACING 520 4T 00/02</li><li>SX-F 250 4T 06/07</li><li>SX-F 450 04/07</li><li>SX-F 505 4T 07</li><li>SXC 525 03/06</li><li>SXC 625 03/06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9928-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9928-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Suzuki;430;32.41;1;;1;;;;;0011630.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc (Paire);<ul><li>RM125 04-11</li><li>RM250 04-06</li><li>RM-Z 450 05-06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9928-090-2XS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9928-090-2XS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Suzuki;430;32.41;1;;1;;;;;0011630.060;;Freidig;Acerbis;;;;;;;;;;;;;;Jaune (Paire);<ul><li>RM125 04-11</li><li>RM250 04-06</li><li>RM-Z 450 05-06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9928-090-2XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9928-090-2XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Suzuki;430;32.41;1;;1;;;;;0011630.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir (Paire);<ul><li>RM125 04-11</li><li>RM250 04-06</li><li>RM-Z 450 05-06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9927-090-XS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9927-090-XS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Suzuki;430;32.41;1;;1;;;;;0011631.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc (Paire);<ul><li>RM 125/250 07-</li><li>RM-Z 250/450 07-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9927-090-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9927-090-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Suzuki;430;32.41;1;;1;;;;;0011631.060;;Freidig;Acerbis;;;;;;;;;;;;;;Jaune (Paire);<ul><li>RM 125/250 07-</li><li>RM-Z 250/450 07-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9927-090-M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9927-090-M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Suzuki;430;32.41;1;;1;;;;;0011631.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir (Paire);<ul><li>RM 125/250 07-</li><li>RM-Z 250/450 07-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9927-090-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9927-090-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Kit Ktm;430;137.96;1;;1;;;;;0011632.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>EXC 125/200/250/300 08-11</li><li>EXC-F 250 08-11</li><li>EXC-F 400/530 08-11</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9927-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9927-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Yamaha;430;32.41;1;;1;;;;;0011634.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>YZ/ YZF/ WR / WRF 96-04</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9926-090-XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9926-090-XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Yamaha;430;32.41;1;;1;;;;;0011634.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>YZ/ YZF/ WR / WRF 96-04</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9926-090-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9926-090-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Yamaha;430;32.41;1;;1;;;;;0011635.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>YZ / YZF 04-07 </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9926-090-M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9926-090-M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Yamaha;430;32.41;1;;1;;;;;0011635.040;;Freidig;Acerbis;;;;;;;;;;;;;;Bleu;<ul><li>YZ / YZF 04-07 </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9926-090-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9926-090-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Yamaha;430;32.41;1;;1;;;;;0011635.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>YZ / YZF 04-07 </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9926-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9926-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Yamaha;430;32.41;1;;1;;;;;0011640.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>YZ / YZF '08- </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9926-090-2XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9926-090-2XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Yamaha;430;32.41;1;;1;;;;;0011640.040;;Freidig;Acerbis;;;;;;;;;;;;;;Bleu;<ul><li>YZ / YZF '08- </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9921-030-XS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9921-030-XS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Fork Gaiters Yamaha;430;32.41;1;;1;;;;;0011640.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>YZ / YZF '08- </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9921-030-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9921-030-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Front Fender Suzuki;430;29.63;1;;1;;;;;0011642.060;;Freidig;Acerbis;;;;;;;;;;;;;;Jaune;<ul><li>RM-Z 250 10-</li><li>RM-Z 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9921-030-M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9921-030-M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Front Fender Suzuki;430;29.63;1;;1;;;;;0011642.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>RM-Z 250 10-</li><li>RM-Z 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9921-030-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9921-030-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Rear Fender Suzuki ;430;29.63;1;;1;;;;;0011643.060;;Freidig;Acerbis;;;;;;;;;;;;;;Jaune;<ul><li>RMZ 450 '08- </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9921-030-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9921-030-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Rear Fender Suzuki ;430;29.63;1;;1;;;;;0011643.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>RMZ 450 '08- </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9918-090-XS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9918-090-XS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Side Panels Suzuki;430;54.63;1;;1;;;;;0011644.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9918-090-XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9918-090-XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Side Panels Suzuki;430;54.63;1;;1;;;;;0011644.060;;Freidig;Acerbis;;;;;;;;;;;;;;Jaune;<ul><li>RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9918-090-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9918-090-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Side Panels Suzuki;430;54.63;1;;1;;;;;0011644.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9918-090-M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9918-090-M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
0;Ouies De Radiateur Suzuki;430;54.63;1;;0;;;;;0011645;;Freidig;Acerbis;;;;;;;;;;;;;;;<ul><li>RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9918-090-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9918-090-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Radiator Scoops Suzuki;430;54.63;1;;1;;;;;0011645.060;;Freidig;Acerbis;;;;;;;;;;;;;;Jaune;<ul><li>RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9918-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9918-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Radiator Scoops Suzuki;430;54.63;1;;1;;;;;0011645.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9918-090-2XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9918-090-2XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Ouies De Radiateur Suzuki;430;54.63;1;;1;;;;;0011645.279;;Freidig;Acerbis;;;;;;;;;;;;;;Jaune/Noir;<ul><li>RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9909-030-XS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9909-030-XS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Front Number Plate Suzuki;430;29.63;1;;1;;;;;0011646.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>RMZ 250 10-</li><li>RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9909-030-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9909-030-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Front Number Plate Suzuki;430;29.63;1;;1;;;;;0011646.060;;Freidig;Acerbis;;;;;;;;;;;;;;Jaune;<ul><li>RMZ 250 10-</li><li>RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9909-030-M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9909-030-M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Front Number Plate Suzuki;430;29.63;1;;1;;;;;0011646.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>RMZ 250 10-</li><li>RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9909-030-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9909-030-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Kit Suzuki;430;125;1;;1;;;;;0011647.060;;Freidig;Acerbis;;;;;;;;;;;;;;Jaune;<ul><li>RM-Z 450 08/12  </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9909-030-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9909-030-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Kit Suzuki;430;125;1;;1;;;;;0011647.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>RM Z 450 08/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9908-010-XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9908-010-XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Kit Suzuki;430;125;1;;1;;;;;0011647.553;;Freidig;Acerbis;;;;;;;;;;;;;;Original '08-12';<ul><li>RM Z 450 08/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T9908-010-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T9908-010-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
