ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock; 
85084;;REV'IT Jacke Flare - Schwarz;;;;;;;;;;FJT221-0010;;;;;;;;;;;;;;;;;Unsere Flare Jacke deckt Ihre sämtlichen Basisbedürfnisse ab, und das mit einem verspielten Auftritt;"Unsere Flare Jacke deckt Ihre sämtlichen Basisbedürfnisse ab, und das mit einem verspielten Auftritt. Mit der abnehmbaren Kapuze und dem Ton-in-Ton-Camouflage-Look zeigt Flare die richtigen Großstadt-Attitüde, der dank der wasserdichten und atmungsaktiven hydratex® Membran auch Regenwolken nichts anhaben können. VCS Belüftungsreißverschlüsse unter den Armen und am Rücken sowie das herausnehmbare Thermofutter sichern der Jacke Einsatzmöglichkeiten über einen weiten Temperaturbereich. Verschiedene Einstellriemen sorgen für den richtigen Sitz bei jeder Gelegenheit und mit dem kurzen Reißverschluss und dem Safeway Gürtel stellen Sie eine stabile Verbindung mit praktisch jeder REV’IT! Hose her, natürlich auch mit einer REV’IT! Jeans. Flare besitzt von Haus aus CE-gemäße Protektoren, unser SEESOFT™ CE-Level 2 Rückenprotektor lässt sich nachrüsten. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>polyester 600D;Polyester rib<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® | G-Liner</li></ul><b";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85085;;REV'IT Jacke Lucid - Schwarz;;;;;;;;;;FJT222-1010;;;;;;;;;;;;;;;;;Sie sind auf der Suche nach einer kurzen Tourenjacke? Bitte sehr, hier kommt Lucid;"Sie sind auf der Suche nach einer kurzen Tourenjacke? Bitte sehr, hier kommt Lucid. Eine Außenhülle aus abriebfesten Materialien, versehen mit einer wasserdichten hydratex® Membran, schützt Sie vor Sturzverletzungen und Regen, ein herausnehmbares Thermofutter vor Kälte. Diverse Einstellmöglichkeiten helfen Ihnen bei der Suche nach dem perfekten Sitz, der kurze Reißverschluss stellt die Verbindung zu verschiedenen REV’IT! Hosen her. Zur Serienausstattung gehören CE-gemäße Gelenkprotektoren, unser optionaler SEESOFT™ CE-Level 2 Rückenprotektor erhöht den Schutz vor Verletzungen. Um Ihre Sichtbarkeit in der überwiegend schwarzen Jacke zu erhöhen, ist Lucid für die Connector HV Neon-Reflexweste vorbereitet, die man kaum übersehen kann.
Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>polyester 600D;Polyester rib;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdi";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85086;;REV'IT Jacke Lucid - Schwarz-Rot;;;;;;;;;;FJT222-1200;;;;;;;;;;;;;;;;;Sie sind auf der Suche nach einer kurzen Tourenjacke? Bitte sehr, hier kommt Lucid;"Sie sind auf der Suche nach einer kurzen Tourenjacke? Bitte sehr, hier kommt Lucid. Eine Außenhülle aus abriebfesten Materialien, versehen mit einer wasserdichten hydratex® Membran, schützt Sie vor Sturzverletzungen und Regen, ein herausnehmbares Thermofutter vor Kälte. Diverse Einstellmöglichkeiten helfen Ihnen bei der Suche nach dem perfekten Sitz, der kurze Reißverschluss stellt die Verbindung zu verschiedenen REV’IT! Hosen her. Zur Serienausstattung gehören CE-gemäße Gelenkprotektoren, unser optionaler SEESOFT™ CE-Level 2 Rückenprotektor erhöht den Schutz vor Verletzungen. Um Ihre Sichtbarkeit in der überwiegend schwarzen Jacke zu erhöhen, ist Lucid für die Connector HV Neon-Reflexweste vorbereitet, die man kaum übersehen kann.
Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>polyester 600D;Polyester rib;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdi";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85087;;REV'IT Jacke Lucid - Schwarz-Weiß;;;;;;;;;;FJT222-1600;;;;;;;;;;;;;;;;;Sie sind auf der Suche nach einer kurzen Tourenjacke? Bitte sehr, hier kommt Lucid;"Sie sind auf der Suche nach einer kurzen Tourenjacke? Bitte sehr, hier kommt Lucid. Eine Außenhülle aus abriebfesten Materialien, versehen mit einer wasserdichten hydratex® Membran, schützt Sie vor Sturzverletzungen und Regen, ein herausnehmbares Thermofutter vor Kälte. Diverse Einstellmöglichkeiten helfen Ihnen bei der Suche nach dem perfekten Sitz, der kurze Reißverschluss stellt die Verbindung zu verschiedenen REV’IT! Hosen her. Zur Serienausstattung gehören CE-gemäße Gelenkprotektoren, unser optionaler SEESOFT™ CE-Level 2 Rückenprotektor erhöht den Schutz vor Verletzungen. Um Ihre Sichtbarkeit in der überwiegend schwarzen Jacke zu erhöhen, ist Lucid für die Connector HV Neon-Reflexweste vorbereitet, die man kaum übersehen kann.
Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>polyester 600D;Polyester rib;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdi";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85088;;REV'IT Jacke Eclipse - Schwarz;;;;;;;;;;FJT223-0010;;;;;;;;;;;;;;;;;Die Eclipse bringt es auf den Punkt, wenn Sie bei hohen Temperaturen Motorrad fahren und sich dabei gut geschützt fühlen wollen;"Die Eclipse bringt es auf den Punkt, wenn Sie bei hohen Temperaturen Motorrad fahren und sich dabei gut geschützt fühlen wollen. Sturzgefährdete Bereiche bestehen aus abriebfestem Polyester 600D; Front, Rücken und die Ärmel innen aus Mesh-Gewebe gewährleisten die totale Belüftung Ihres Oberkörpers. Die serienmäßige Sicherheit durch CE-konforme Protektoren lässt sich ausbauen durch den SEESOFT™ CE-Level 2 Rückenprotektor. Eine Vielzahl von Verstellriemen und –laschen adaptiert die Jacke an Ihre Vorstellungen von gutem Sitz. Mit einer doppelten Jeansschlaufe verbinden Sie Eclipse mit Ihrer Jeans, dadurch verrutscht sie nicht während der Fahrt. Begrüßen Sie den Sonnenschein! Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>mesh;polyester 600D<br><strong>Isoli";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85089;;REV'IT Jacke Eclipse - Silber;;;;;;;;;;FJT223-0170;;;;;;;;;;;;;;;;;Die Eclipse bringt es auf den Punkt, wenn Sie bei hohen Temperaturen Motorrad fahren und sich dabei gut geschützt fühlen wollen;"Die Eclipse bringt es auf den Punkt, wenn Sie bei hohen Temperaturen Motorrad fahren und sich dabei gut geschützt fühlen wollen. Sturzgefährdete Bereiche bestehen aus abriebfestem Polyester 600D; Front, Rücken und die Ärmel innen aus Mesh-Gewebe gewährleisten die totale Belüftung Ihres Oberkörpers. Die serienmäßige Sicherheit durch CE-konforme Protektoren lässt sich ausbauen durch den SEESOFT™ CE-Level 2 Rückenprotektor. Eine Vielzahl von Verstellriemen und –laschen adaptiert die Jacke an Ihre Vorstellungen von gutem Sitz. Mit einer doppelten Jeansschlaufe verbinden Sie Eclipse mit Ihrer Jeans, dadurch verrutscht sie nicht während der Fahrt. Begrüßen Sie den Sonnenschein! Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>mesh;polyester 600D<br><strong>Isoli";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85090;;REV'IT Jacke Eclipse - Braun;;;;;;;;;;FJT223-0700;;;;;;;;;;;;;;;;;Die Eclipse bringt es auf den Punkt, wenn Sie bei hohen Temperaturen Motorrad fahren und sich dabei gut geschützt fühlen wollen;"Die Eclipse bringt es auf den Punkt, wenn Sie bei hohen Temperaturen Motorrad fahren und sich dabei gut geschützt fühlen wollen. Sturzgefährdete Bereiche bestehen aus abriebfestem Polyester 600D; Front, Rücken und die Ärmel innen aus Mesh-Gewebe gewährleisten die totale Belüftung Ihres Oberkörpers. Die serienmäßige Sicherheit durch CE-konforme Protektoren lässt sich ausbauen durch den SEESOFT™ CE-Level 2 Rückenprotektor. Eine Vielzahl von Verstellriemen und –laschen adaptiert die Jacke an Ihre Vorstellungen von gutem Sitz. Mit einer doppelten Jeansschlaufe verbinden Sie Eclipse mit Ihrer Jeans, dadurch verrutscht sie nicht während der Fahrt. Begrüßen Sie den Sonnenschein! Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>mesh;polyester 600D<br><strong>Isoli";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85091;;REV'IT Jacke Eclipse Ladies - Schwarz;;;;;;;;;;FJT224-0010;;;;;;;;;;;;;;;;;Ein heißer Sommertag und Sie haben keine Lust auf das volle Ornat? Dann ist die Eclipse Ladies Jacke die Lösung für Sie;"Ein heißer Sommertag und Sie haben keine Lust auf das volle Ornat? Dann ist die Eclipse Ladies Jacke die Lösung für Sie. Die Mischung aus abriebfestem Polyester in sturzgefährdeten Bereichen und reinem Mesh im Rest der Jacke bringt Sie in den Genuss von kühlem Fahrtwind und sorgt gleichzeitig für Ihre Sicherheit. CE-konforme Protektoren an Schulter und Ellbogen sind Standard, weiterhin ist ein optionaler SEESOFT™ CE-Level 2 Rückenprotektor schnell integriert. Extra viel Tragekomfort gewährleisten die verschiedenen Verstellmöglichkeiten, eine doppelte Jeansschlaufe verhindert ein Verrutschen der Jacke während Sie fahren. Grö?en 34-46<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>mesh;polyester 600D<br><strong>I";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85092;;REV'IT Jacke Eclipse Ladies - Silber;;;;;;;;;;FJT224-0170;;;;;;;;;;;;;;;;;Ein heißer Sommertag und Sie haben keine Lust auf das volle Ornat? Dann ist die Eclipse Ladies Jacke die Lösung für Sie;"Ein heißer Sommertag und Sie haben keine Lust auf das volle Ornat? Dann ist die Eclipse Ladies Jacke die Lösung für Sie. Die Mischung aus abriebfestem Polyester in sturzgefährdeten Bereichen und reinem Mesh im Rest der Jacke bringt Sie in den Genuss von kühlem Fahrtwind und sorgt gleichzeitig für Ihre Sicherheit. CE-konforme Protektoren an Schulter und Ellbogen sind Standard, weiterhin ist ein optionaler SEESOFT™ CE-Level 2 Rückenprotektor schnell integriert. Extra viel Tragekomfort gewährleisten die verschiedenen Verstellmöglichkeiten, eine doppelte Jeansschlaufe verhindert ein Verrutschen der Jacke während Sie fahren. Grö?en 34-46<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>mesh;polyester 600D<br><strong>I";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85093;;REV'IT Jacke Eclipse Ladies - Braun;;;;;;;;;;FJT224-0700;;;;;;;;;;;;;;;;;Ein heißer Sommertag und Sie haben keine Lust auf das volle Ornat? Dann ist die Eclipse Ladies Jacke die Lösung für Sie;"Ein heißer Sommertag und Sie haben keine Lust auf das volle Ornat? Dann ist die Eclipse Ladies Jacke die Lösung für Sie. Die Mischung aus abriebfestem Polyester in sturzgefährdeten Bereichen und reinem Mesh im Rest der Jacke bringt Sie in den Genuss von kühlem Fahrtwind und sorgt gleichzeitig für Ihre Sicherheit. CE-konforme Protektoren an Schulter und Ellbogen sind Standard, weiterhin ist ein optionaler SEESOFT™ CE-Level 2 Rückenprotektor schnell integriert. Extra viel Tragekomfort gewährleisten die verschiedenen Verstellmöglichkeiten, eine doppelte Jeansschlaufe verhindert ein Verrutschen der Jacke während Sie fahren. Grö?en 34-46<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>mesh;polyester 600D<br><strong>I";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85094;;REV'IT Jacke Horizon 2 - Schwarz;;;;;;;;;;FJT226-1010;;;;;;;;;;;;;;;;;Die Horizon 2 Jacke bringt Ihnen die Funktionalität wasserdicht laminierten High-End-Tourenjacke zu einem erschwinglichen Preis;"Die Horizon 2 Jacke bringt Ihnen die Funktionalität wasserdicht laminierten High-End-Tourenjacke zu einem erschwinglichen Preis. Wir haben unsere bewährte hydratex® Membran auf ein Außengewebe aus PWR | shell 2L laminiert und damit eine 100% wasserdichte Jacke geschaffen, die praktisch kein Wasser aufnimmt. Entfernen Sie das Thermofuter und öffnen Sie die per Fidlock® Magnetknöpfen verschlossenen VCS | Aquadefence Panels, dann legen Sie zwei große Mesh-Einsätze frei, die Ihre wasserdichte Touren- in eine belüftete Sommerjacke verwandeln, die ideale Lösung für heiße Tage. Weiterhin haben wir Reflektoren auf die Front und auf den Rücken laminiert sowie reflektierende Logos auf die Oberarme. Freuen Sie sich auf unsere ausgezeichneten, serienmäßigen SEEFLEX™ CE-Level 2 Protektoren an Schultern und Ellbogen, ein SEESOFT™ CE-Level 2 Rückenprotektor lässt sich wahlweise einfügen. In mehreren Taschen, darunter zwei großen Geheimtaschen an der Vorderseite, bringen Sie Ihre Siebensachen unter. Grö?en S-XYL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>PWR | shell 500D 2L;PWR | shell 1000D 2L;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® | lite</li></ul><br><strong>Schutz:</strong><ul><li>SEEFLEX™ CE-Level 2 Protektor;vorbereitet für den SEESOFT™ CE-Level 2 Rü";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85095;;REV'IT Jacke Horizon 2 - Anthrazit-Schwarz;;;;;;;;;;FJT226-3710;;;;;;;;;;;;;;;;;Die Horizon 2 Jacke bringt Ihnen die Funktionalität wasserdicht laminierten High-End-Tourenjacke zu einem erschwinglichen Preis;"Die Horizon 2 Jacke bringt Ihnen die Funktionalität wasserdicht laminierten High-End-Tourenjacke zu einem erschwinglichen Preis. Wir haben unsere bewährte hydratex® Membran auf ein Außengewebe aus PWR | shell 2L laminiert und damit eine 100% wasserdichte Jacke geschaffen, die praktisch kein Wasser aufnimmt. Entfernen Sie das Thermofuter und öffnen Sie die per Fidlock® Magnetknöpfen verschlossenen VCS | Aquadefence Panels, dann legen Sie zwei große Mesh-Einsätze frei, die Ihre wasserdichte Touren- in eine belüftete Sommerjacke verwandeln, die ideale Lösung für heiße Tage. Weiterhin haben wir Reflektoren auf die Front und auf den Rücken laminiert sowie reflektierende Logos auf die Oberarme. Freuen Sie sich auf unsere ausgezeichneten, serienmäßigen SEEFLEX™ CE-Level 2 Protektoren an Schultern und Ellbogen, ein SEESOFT™ CE-Level 2 Rückenprotektor lässt sich wahlweise einfügen. In mehreren Taschen, darunter zwei großen Geheimtaschen an der Vorderseite, bringen Sie Ihre Siebensachen unter. Grö?en S-XYL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>PWR | shell 500D 2L;PWR | shell 1000D 2L;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® | lite</li></ul><br><strong>Schutz:</strong><ul><li>SEEFLEX™ CE-Level 2 Protektor;vorbereitet für den SEESOFT™ CE-Level 2 Rü";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85096;;REV'IT Jacke Horizon 2 Damen - Schwarz;;;;;;;;;;FJT227-1010;;;;;;;;;;;;;;;;;Wir haben die Horizon 2 Ladies Jacke von vornherein für ambitionierte Tourenfahrerinnen konzipiert, natürlich mit weiblicher Passform und allwettertauglich;"Wir haben die Horizon 2 Ladies Jacke von vornherein für ambitionierte Tourenfahrerinnen konzipiert, natürlich mit weiblicher Passform und allwettertauglich. Diese Jacke beinhaltet unsere auf ein PWR | shell 2L Außengewebe laminierte hydratex® Membran, so nimmt sie praktisch kein Wasser auf. Die innovative Frontbelüftung benutzt VCS Panels mit simpel bedienbaren Aquaguard Reißverschlüssen. Hinter diesen Reißverschlüssen verbirgt sich ein System aus Röhrchen und Kanälen, die im geschlossenen Zustand Wasserdichtheit garantieren. Das herausnehmbare Thermofutter sichert Ihre Behaglichkeit bei niedrigen Temperaturen, unsere preisgekrönten SEEFLEX™ CE-Level 2 Protektoren bewahren Ihre Schulter und Ellbogen vor Verletzungen. Optional können Sie Ihre Wirbelsäule mit unserem SEESOFT™ CE-Level 2 Rückenprotektor abdecken. Ihre Utensilien verstauen Sie ganz einfach in mehreren Taschen, darunter sind zwei große Geheimtaschen an der Vorderseite. Damit Sie im Dunkeln auffallen, trägt die Horizon 2 Ladies Jacke reflektierendes Material auf Vorder- und Rückseite plus reflektierende Logos auf den Oberarmen. Grö?en 34-46<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>PWR | shell 500D 2L;PWR | shell 1000D 2L;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® | lite</li></ul><br><strong>Schutz:</strong><ul><li>SEEFLEX™ CE-Level 2 Protektor;vorbereitet für den SEESOFT™ C";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85097;;REV'IT Jacke Horizon 2 Damen - Anthrazit-Schwarz;;;;;;;;;;FJT227-3710;;;;;;;;;;;;;;;;;Wir haben die Horizon 2 Ladies Jacke von vornherein für ambitionierte Tourenfahrerinnen konzipiert, natürlich mit weiblicher Passform und allwettertauglich;"Wir haben die Horizon 2 Ladies Jacke von vornherein für ambitionierte Tourenfahrerinnen konzipiert, natürlich mit weiblicher Passform und allwettertauglich. Diese Jacke beinhaltet unsere auf ein PWR | shell 2L Außengewebe laminierte hydratex® Membran, so nimmt sie praktisch kein Wasser auf. Die innovative Frontbelüftung benutzt VCS Panels mit simpel bedienbaren Aquaguard Reißverschlüssen. Hinter diesen Reißverschlüssen verbirgt sich ein System aus Röhrchen und Kanälen, die im geschlossenen Zustand Wasserdichtheit garantieren. Das herausnehmbare Thermofutter sichert Ihre Behaglichkeit bei niedrigen Temperaturen, unsere preisgekrönten SEEFLEX™ CE-Level 2 Protektoren bewahren Ihre Schulter und Ellbogen vor Verletzungen. Optional können Sie Ihre Wirbelsäule mit unserem SEESOFT™ CE-Level 2 Rückenprotektor abdecken. Ihre Utensilien verstauen Sie ganz einfach in mehreren Taschen, darunter sind zwei große Geheimtaschen an der Vorderseite. Damit Sie im Dunkeln auffallen, trägt die Horizon 2 Ladies Jacke reflektierendes Material auf Vorder- und Rückseite plus reflektierende Logos auf den Oberarmen. Grö?en 34-46<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>PWR | shell 500D 2L;PWR | shell 1000D 2L;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® | lite</li></ul><br><strong>Schutz:</strong><ul><li>SEEFLEX™ CE-Level 2 Protektor;vorbereitet für den SEESOFT™ C";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85098;;REV'IT Jacke Sand 3 - Schwarz;;;;;;;;;;FJT228-1010;;;;;;;;;;;;;;;;;Die Sand 3 erfüllt den Anspruch als Schweizer Taschenmesser unter den Jacken;"Die Sand 3 erfüllt den Anspruch als Schweizer Taschenmesser unter den Jacken. Ihr praktischer Wert ist unvergleichlich. Ihr unverwüstliches Äußeres fertigen wir aus Polyester-Ripstop und PWR | shell, das macht sie bereit für jedes Abenteuer. Von außen nach innen finden Sie die atmungsaktive und entnehmbare hydratex® Membran, die für absolute Wasserdichtheit steht. Es folgt das herausnehmbare Thermofutter, mit der die Sand 3 niedrigen Temperaturen widersteht. Nahtlos integrierte Panels unter den Achseln sichern Ihnen unübertreffliche Bewegungsfreiheit, essenziell bei Ihren Abenteuertouren durch unwegsames Gelände. Bei der Entwicklung der Jacke haben wir natürlich bedacht, welchen extremen Herausforderungen sie gewachsen sein muss, und haben sie deshalb vorbereitet für die Aufnahme einer Nackenstütze von Leatt oder Moveo, für die Challenger Kühlweste und für unsere Connector HV Neon-Reflexweste. Eine Vielzahl an Einstellmöglichkeiten inklusive Kordelzügen an der Hüfte erlauben die Einstellung der Passform an Ihren Körper und Ihr Vorhaben. Unsere preisgekrönten SEEFLEX™ CE-Level 2 Protektoren sind serienmäßig, die Nachrüstoption für einen SEESOFT™ CE-Level 2 Rückenprotektor ebenfalls. Ohne Thermofutter und Membran eröffnet die Sand 3 eine ungeahnte Belüftung für Arme und Körper, die sich noch weiter steigert durch einen Einstellriemen an der Taille, der ebenfalls Fahrtwind hereinlassen kann. Mit viel Stauraum und der Möglichkeit, eine Actioncam auf der Schulter zu befestigen, öffnet die Sand 3 die Tür zu Ihrem nächsten Abenteuer, ob auf oder abseits der Straße. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>polyester-Ripstop;PWR | shell 500D;polyester 600D;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® I 3L herausnehmbar</li></ul><br><strong>Schutz:</strong><ul><li>SEEFLEX™ CE-Level 2 Protektor;SEESOFT™ CE-Level 2 Rückenprotektor-Einsatz – Typ RV</li><";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85099;;REV'IT Jacke Sand 3 - D.Blau-Schwarz;;;;;;;;;;FJT228-2290;;;;;;;;;;;;;;;;;Die Sand 3 erfüllt den Anspruch als Schweizer Taschenmesser unter den Jacken;"Die Sand 3 erfüllt den Anspruch als Schweizer Taschenmesser unter den Jacken. Ihr praktischer Wert ist unvergleichlich. Ihr unverwüstliches Äußeres fertigen wir aus Polyester-Ripstop und PWR | shell, das macht sie bereit für jedes Abenteuer. Von außen nach innen finden Sie die atmungsaktive und entnehmbare hydratex® Membran, die für absolute Wasserdichtheit steht. Es folgt das herausnehmbare Thermofutter, mit der die Sand 3 niedrigen Temperaturen widersteht. Nahtlos integrierte Panels unter den Achseln sichern Ihnen unübertreffliche Bewegungsfreiheit, essenziell bei Ihren Abenteuertouren durch unwegsames Gelände. Bei der Entwicklung der Jacke haben wir natürlich bedacht, welchen extremen Herausforderungen sie gewachsen sein muss, und haben sie deshalb vorbereitet für die Aufnahme einer Nackenstütze von Leatt oder Moveo, für die Challenger Kühlweste und für unsere Connector HV Neon-Reflexweste. Eine Vielzahl an Einstellmöglichkeiten inklusive Kordelzügen an der Hüfte erlauben die Einstellung der Passform an Ihren Körper und Ihr Vorhaben. Unsere preisgekrönten SEEFLEX™ CE-Level 2 Protektoren sind serienmäßig, die Nachrüstoption für einen SEESOFT™ CE-Level 2 Rückenprotektor ebenfalls. Ohne Thermofutter und Membran eröffnet die Sand 3 eine ungeahnte Belüftung für Arme und Körper, die sich noch weiter steigert durch einen Einstellriemen an der Taille, der ebenfalls Fahrtwind hereinlassen kann. Mit viel Stauraum und der Möglichkeit, eine Actioncam auf der Schulter zu befestigen, öffnet die Sand 3 die Tür zu Ihrem nächsten Abenteuer, ob auf oder abseits der Straße. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>polyester-Ripstop;PWR | shell 500D;polyester 600D;Lorica®<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsaktivität:</strong><ul><li>hydratex® I 3L herausnehmbar</li></ul><br><strong>Schutz:</strong><ul><li>SEEFLEX™ CE-Level 2 Protektor;SEESOFT™ CE-Level 2 Rückenprotektor-Einsatz – Typ RV</li><";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
