ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;Short description;;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10011;;TraX® EVO ALU-BOX L;288;339.00;;;;;;;;D9393-100-03;D9393-100-03;SW-MOTECH;SW-MOTECH;4052572000007;;;;;;5,0000;1;;;;;45 l. Links. Schwarz. 49x28x37 cm.;;<b>TraX® EVO ALU-BOX</b> von SW-MOTECH ist die ultimative, beständige und zuverlässige Gepäcklösung. - <br>MADE IN GERMANY.<br> <br>Verfügbar in Aluminium oder schwarz pulverbeschichtet.<br>Verwendbar mit allen SW-MOTECH QUICK-LOCK Kofferträgern und QUICK-LOCK EVO Kofferträgern.<br><br>Befestigen Sie die TraX® EVO ALU-Boxen an Ihren SW-MOTECH,<br>Givi oder Hepco & Becker Kofferträger mit Hilfe unserer Adapterkits (separat erhältlich). <br><br>TraX® EVO Boxen werden nicht mit Schließzylindern ausgeliefert.<br>Optional bieten wir Schließzylinder-Sets für wahlweise 1 Topcase, 2 Seitenkoffer oder 3 Koffer.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Sichere und stabile Konstruktion</li><li>1,5 mm dickes Aluminiumblech</li><li>Stabile Adapterkits aus Edelstahl oder Kunststoff</li><li>Gefertigt im äußerst festen und dichten Stanznietverfahren</li><li>Tiefgezogener Deckel mit Kunststoffrahmen und Gummidichtung</li><li>Scharniere aus Edelstahl</li><li>Ecken aus glasfaserverstärktem Kunststoff</li><li>Seitenkoffer mit Spanngurt-Ösen</li><li>Schwarze Koffer sind innen schwarz pulverbeschichtet - kein Aluminiumabrieb am Gepäck!</li><li>Deckel dichtet durch Kompression des Scharniers ab</li><li>Volumen: 45 l </li><li>Maße: 49 x 28 x 37 cm </li><li>Gewicht: 5,0 kg </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul> <li>TraX® EVO ALU-BOX in praktischer Aufbewahrungstasche</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_10000_b_l_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10012;;TraX® EVO ALU-BOX L;288;315.00;;;;;;;;D9393-100-93;D9393-100-93;SW-MOTECH;SW-MOTECH;4052572000014;;;;;;5,0000;1;;;;;45 l. Links. Silber. 49x28x37 cm.;;<b>TraX® EVO ALU-BOX</b> von SW-MOTECH ist die ultimative, beständige und zuverlässige Gepäcklösung. - <br>MADE IN GERMANY.<br> <br>Verfügbar in Aluminium oder schwarz pulverbeschichtet.<br>Verwendbar mit allen SW-MOTECH QUICK-LOCK Kofferträgern und QUICK-LOCK EVO Kofferträgern.<br><br>Befestigen Sie die TraX® EVO ALU-Boxen an Ihren SW-MOTECH,<br>Givi oder Hepco & Becker Kofferträger mit Hilfe unserer Adapterkits (separat erhältlich). <br><br>TraX® EVO Boxen werden nicht mit Schließzylindern ausgeliefert.<br>Optional bieten wir Schließzylinder-Sets für wahlweise 1 Topcase, 2 Seitenkoffer oder 3 Koffer.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Sichere und stabile Konstruktion</li><li>1,5 mm dickes Aluminiumblech</li><li>Stabile Adapterkits aus Edelstahl oder Kunststoff</li><li>Gefertigt im äußerst festen und dichten Stanznietverfahren</li><li>Tiefgezogener Deckel mit Kunststoffrahmen und Gummidichtung</li><li>Scharniere aus Edelstahl</li><li>Ecken aus glasfaserverstärktem Kunststoff</li><li>Seitenkoffer mit Spanngurt-Ösen</li><li>Schwarze Koffer sind innen schwarz pulverbeschichtet - kein Aluminiumabrieb am Gepäck!</li><li>Deckel dichtet durch Kompression des Scharniers ab</li><li>Volumen: 45 l </li><li>Maße: 49 x 28 x 37 cm </li><li>Gewicht: 5,0 kg </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul> <li>TraX® EVO ALU-BOX in praktischer Aufbewahrungstasche</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_10000_s_l_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_s_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_s_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_s_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10013;;TraX® EVO ALU-BOX L;288;339.00;;;;;;;;D9393-101-03;D9393-101-03;SW-MOTECH;SW-MOTECH;4052572000021;;;;;;5,0000;1;;;;;45 l. Rechts. Schwarz. 49x28x37 cm.;;<b>TraX® EVO ALU-BOX</b> von SW-MOTECH ist die ultimative, beständige und zuverlässige Gepäcklösung. - <br>MADE IN GERMANY.<br> <br>Verfügbar in Aluminium oder schwarz pulverbeschichtet.<br>Verwendbar mit allen SW-MOTECH QUICK-LOCK Kofferträgern und QUICK-LOCK EVO Kofferträgern.<br><br>Befestigen Sie die TraX® EVO ALU-Boxen an Ihren SW-MOTECH,<br>Givi oder Hepco & Becker Kofferträger mit Hilfe unserer Adapterkits (separat erhältlich). <br><br>TraX® EVO Boxen werden nicht mit Schließzylindern ausgeliefert.<br>Optional bieten wir Schließzylinder-Sets für wahlweise 1 Topcase, 2 Seitenkoffer oder 3 Koffer.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Sichere und stabile Konstruktion</li><li>1,5 mm dickes Aluminiumblech</li><li>Stabile Adapterkits aus Edelstahl oder Kunststoff</li><li>Gefertigt im äußerst festen und dichten Stanznietverfahren</li><li>Tiefgezogener Deckel mit Kunststoffrahmen und Gummidichtung</li><li>Scharniere aus Edelstahl</li><li>Ecken aus glasfaserverstärktem Kunststoff</li><li>Seitenkoffer mit Spanngurt-Ösen</li><li>Schwarze Koffer sind innen schwarz pulverbeschichtet - kein Aluminiumabrieb am Gepäck!</li><li>Deckel dichtet durch Kompression des Scharniers ab</li><li>Volumen: 45 l </li><li>Maße: 49 x 28 x 37 cm </li><li>Gewicht: 5,0 kg </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul> <li>TraX® EVO ALU-BOX in praktischer Aufbewahrungstasche</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_10000_b_r_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10014;;TraX® EVO ALU-BOX L;288;315.00;;;;;;;;D9393-101-93;D9393-101-93;SW-MOTECH;SW-MOTECH;4052572000038;;;;;;5,0000;1;;;;;45 l. Rechts. Silber. 49x28x37 cm.;;<b>TraX® EVO ALU-BOX</b> von SW-MOTECH ist die ultimative, beständige und zuverlässige Gepäcklösung. - <br>MADE IN GERMANY.<br> <br>Verfügbar in Aluminium oder schwarz pulverbeschichtet.<br>Verwendbar mit allen SW-MOTECH QUICK-LOCK Kofferträgern und QUICK-LOCK EVO Kofferträgern.<br><br>Befestigen Sie die TraX® EVO ALU-Boxen an Ihren SW-MOTECH,<br>Givi oder Hepco & Becker Kofferträger mit Hilfe unserer Adapterkits (separat erhältlich). <br><br>TraX® EVO Boxen werden nicht mit Schließzylindern ausgeliefert.<br>Optional bieten wir Schließzylinder-Sets für wahlweise 1 Topcase, 2 Seitenkoffer oder 3 Koffer.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Sichere und stabile Konstruktion</li><li>1,5 mm dickes Aluminiumblech</li><li>Stabile Adapterkits aus Edelstahl oder Kunststoff</li><li>Gefertigt im äußerst festen und dichten Stanznietverfahren</li><li>Tiefgezogener Deckel mit Kunststoffrahmen und Gummidichtung</li><li>Scharniere aus Edelstahl</li><li>Ecken aus glasfaserverstärktem Kunststoff</li><li>Seitenkoffer mit Spanngurt-Ösen</li><li>Schwarze Koffer sind innen schwarz pulverbeschichtet - kein Aluminiumabrieb am Gepäck!</li><li>Deckel dichtet durch Kompression des Scharniers ab</li><li>Volumen: 45 l </li><li>Maße: 49 x 28 x 37 cm </li><li>Gewicht: 5,0 kg </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul> <li>TraX® EVO ALU-BOX in praktischer Aufbewahrungstasche</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_10000_s_r_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_s_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_s_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_s_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10015;;TraX® EVO ALU-BOX M;288;329.00;;;;;;;;D9393-102-03;D9393-102-03;SW-MOTECH;SW-MOTECH;4052572000045;;;;;;4,7000;1;;;;;37 l. Links. Schwarz. 49x23x37 cm.;;<b>TraX® EVO ALU-BOX</b> von SW-MOTECH ist die ultimative, beständige und zuverlässige Gepäcklösung. - <br>MADE IN GERMANY.<br> <br>Verfügbar in Aluminium oder schwarz pulverbeschichtet.<br>Verwendbar mit allen SW-MOTECH QUICK-LOCK Kofferträgern und QUICK-LOCK EVO Kofferträgern.<br><br>Befestigen Sie die TraX® EVO ALU-Boxen an Ihren SW-MOTECH,<br>Givi oder Hepco & Becker Kofferträger mit Hilfe unserer Adapterkits (separat erhältlich). <br><br>TraX® EVO Boxen werden nicht mit Schließzylindern ausgeliefert.<br>Optional bieten wir Schließzylinder-Sets für wahlweise 1 Topcase, 2 Seitenkoffer oder 3 Koffer.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Sichere und stabile Konstruktion</li><li>1,5 mm dickes Aluminiumblech</li><li>Stabile Adapterkits aus Edelstahl oder Kunststoff</li><li>Gefertigt im äußerst festen und dichten Stanznietverfahren</li><li>Tiefgezogener Deckel mit Kunststoffrahmen und Gummidichtung</li><li>Scharniere aus Edelstahl</li><li>Ecken aus glasfaserverstärktem Kunststoff</li><li>Seitenkoffer mit Spanngurt-Ösen</li><li>Schwarze Koffer sind innen schwarz pulverbeschichtet - kein Aluminiumabrieb am Gepäck!</li><li>Deckel dichtet durch Kompression des Scharniers ab</li><li>Volumen: 37 l </li><li>Maße: 49 x 23 x 37 cm </li><li>Gewicht: 4,7 kg </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul> <li>TraX® EVO ALU-BOX in praktischer Aufbewahrungstasche</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_b_l_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10016;;TraX® EVO ALU-BOX M;288;305.00;;;;;;;;D9393-102-93;D9393-102-93;SW-MOTECH;SW-MOTECH;4052572000052;;;;;;4,7000;1;;;;;37 l. Links. Silber. 49x23x37 cm.;;<b>TraX® EVO ALU-BOX</b> von SW-MOTECH ist die ultimative, beständige und zuverlässige Gepäcklösung. - <br>MADE IN GERMANY.<br> <br>Verfügbar in Aluminium oder schwarz pulverbeschichtet.<br>Verwendbar mit allen SW-MOTECH QUICK-LOCK Kofferträgern und QUICK-LOCK EVO Kofferträgern.<br><br>Befestigen Sie die TraX® EVO ALU-Boxen an Ihren SW-MOTECH,<br>Givi oder Hepco & Becker Kofferträger mit Hilfe unserer Adapterkits (separat erhältlich). <br><br>TraX® EVO Boxen werden nicht mit Schließzylindern ausgeliefert.<br>Optional bieten wir Schließzylinder-Sets für wahlweise 1 Topcase, 2 Seitenkoffer oder 3 Koffer.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Sichere und stabile Konstruktion</li><li>1,5 mm dickes Aluminiumblech</li><li>Stabile Adapterkits aus Edelstahl oder Kunststoff</li><li>Gefertigt im äußerst festen und dichten Stanznietverfahren</li><li>Tiefgezogener Deckel mit Kunststoffrahmen und Gummidichtung</li><li>Scharniere aus Edelstahl</li><li>Ecken aus glasfaserverstärktem Kunststoff</li><li>Seitenkoffer mit Spanngurt-Ösen</li><li>Schwarze Koffer sind innen schwarz pulverbeschichtet - kein Aluminiumabrieb am Gepäck!</li><li>Deckel dichtet durch Kompression des Scharniers ab</li><li>Volumen: 37 l </li><li>Maße: 49 x 23 x 37 cm </li><li>Gewicht: 4,7 kg </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul> <li>TraX® EVO ALU-BOX in praktischer Aufbewahrungstasche</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_s_l_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_s_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_s_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_l_s_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10017;;TraX® EVO ALU-BOX M;288;329.00;;;;;;;;D9393-103-03;D9393-103-03;SW-MOTECH;SW-MOTECH;4052572000069;;;;;;4,7000;1;;;;;37 l. Rechts. Schwarz. 49x23x37 cm.;;<b>TraX® EVO ALU-BOX</b> von SW-MOTECH ist die ultimative, beständige und zuverlässige Gepäcklösung. - <br>MADE IN GERMANY.<br> <br>Verfügbar in Aluminium oder schwarz pulverbeschichtet.<br>Verwendbar mit allen SW-MOTECH QUICK-LOCK Kofferträgern und QUICK-LOCK EVO Kofferträgern.<br><br>Befestigen Sie die TraX® EVO ALU-Boxen an Ihren SW-MOTECH,<br>Givi oder Hepco & Becker Kofferträger mit Hilfe unserer Adapterkits (separat erhältlich). <br><br>TraX® EVO Boxen werden nicht mit Schließzylindern ausgeliefert.<br>Optional bieten wir Schließzylinder-Sets für wahlweise 1 Topcase, 2 Seitenkoffer oder 3 Koffer.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Sichere und stabile Konstruktion</li><li>1,5 mm dickes Aluminiumblech</li><li>Stabile Adapterkits aus Edelstahl oder Kunststoff</li><li>Gefertigt im äußerst festen und dichten Stanznietverfahren</li><li>Tiefgezogener Deckel mit Kunststoffrahmen und Gummidichtung</li><li>Scharniere aus Edelstahl</li><li>Ecken aus glasfaserverstärktem Kunststoff</li><li>Seitenkoffer mit Spanngurt-Ösen</li><li>Schwarze Koffer sind innen schwarz pulverbeschichtet - kein Aluminiumabrieb am Gepäck!</li><li>Deckel dichtet durch Kompression des Scharniers ab</li><li>Volumen: 37 l </li><li>Maße: 49 x 23 x 37 cm </li><li>Gewicht: 4,7 kg </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul> <li>TraX® EVO ALU-BOX in praktischer Aufbewahrungstasche</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_b_r_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10018;;TraX® EVO ALU-BOX M;288;305.00;;;;;;;;D9393-103-93;D9393-103-93;SW-MOTECH;SW-MOTECH;4052572000076;;;;;;4,7000;1;;;;;37 l. Rechts. Silber. 49x23x37 cm.;;<b>TraX® EVO ALU-BOX</b> von SW-MOTECH ist die ultimative, beständige und zuverlässige Gepäcklösung. - <br>MADE IN GERMANY.<br> <br>Verfügbar in Aluminium oder schwarz pulverbeschichtet.<br>Verwendbar mit allen SW-MOTECH QUICK-LOCK Kofferträgern und QUICK-LOCK EVO Kofferträgern.<br><br>Befestigen Sie die TraX® EVO ALU-Boxen an Ihren SW-MOTECH,<br>Givi oder Hepco & Becker Kofferträger mit Hilfe unserer Adapterkits (separat erhältlich). <br><br>TraX® EVO Boxen werden nicht mit Schließzylindern ausgeliefert.<br>Optional bieten wir Schließzylinder-Sets für wahlweise 1 Topcase, 2 Seitenkoffer oder 3 Koffer.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Sichere und stabile Konstruktion</li><li>1,5 mm dickes Aluminiumblech</li><li>Stabile Adapterkits aus Edelstahl oder Kunststoff</li><li>Gefertigt im äußerst festen und dichten Stanznietverfahren</li><li>Tiefgezogener Deckel mit Kunststoffrahmen und Gummidichtung</li><li>Scharniere aus Edelstahl</li><li>Ecken aus glasfaserverstärktem Kunststoff</li><li>Seitenkoffer mit Spanngurt-Ösen</li><li>Schwarze Koffer sind innen schwarz pulverbeschichtet - kein Aluminiumabrieb am Gepäck!</li><li>Deckel dichtet durch Kompression des Scharniers ab</li><li>Volumen: 37 l </li><li>Maße: 49 x 23 x 37 cm </li><li>Gewicht: 4,7 kg </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul> <li>TraX® EVO ALU-BOX in praktischer Aufbewahrungstasche</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_s_r_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_s_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_s_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_11000_r_s_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10019;;TraX® EVO ALU-BOX Topcase;288;339.00;;;;;;;;D9393-104-03;D9393-104-03;SW-MOTECH;SW-MOTECH;4052572000083;;;;;;4,5000;1;;;;;38 l. Schwarz. 41x34x33 cm.;;<b>TraX® EVO ALU-TOPCASE</b> von SW-MOTECH ist die ultimative, beständige und zuverlässige Gepäcklösung. - <br>MADE IN GERMANY.<br> <br>Verfügbar in Aluminium oder schwarz pulverbeschichtet.<br>Verwendbar mit allen SW-MOTECH ALU-RACKS und TraX® Universal-Adapterplatte.<br><br>Befestigen Sie das TraX® EVO ALU-TOPCASE an Ihr SW-MOTECH Alu-Rack<br>mit Hilfe unserer QUICK-LOCK Adapterplatte für das TraX® Topcase (separat erhältlich). <br><br>TraX® EVO Topcase wird nicht mit Schließzylindern ausgeliefert.<br>Optional bieten wir Schließzylinder-Sets für wahlweise 1 Topcase, 2 Seitenkoffer oder 3 Koffer.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Sichere und stabile Konstruktion</li><li>1,5 mm dickes Aluminiumblech</li><li>Gefertigt im äußerst festen und dichten Stanznietverfahren</li><li>Tiefgezogener Deckel mit Kunststoffrahmen und Gummidichtung</li><li>Scharniere aus Edelstahl</li><li>Ecken aus glasfaserverstärktem Kunststoff</li><li>Schwarze Koffer sind innen schwarz pulverbeschichtet - kein Aluminiumabrieb am Gepäck!</li><li>Deckel dichtet durch Kompression des Scharniers ab</li><li>Volumen: 38 l </li><li>Maße: 41 x 34 x 33 cm </li><li>Gewicht: 4,5 kg </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul> <li>TraX® EVO ALU-TOPCASE in praktischer Aufbewahrungstasche</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_15000_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk0016515000b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk0016515000b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk0016515000b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10020;;TraX® EVO ALU-BOX Topcase;288;315.00;;;;;;;;D9393-104-93;D9393-104-93;SW-MOTECH;SW-MOTECH;4052572000090;;;;;;4,5000;1;;;;;38 l. Silber. 41x34x33 cm.;;<b>TraX® EVO ALU-TOPCASE</b> von SW-MOTECH ist die ultimative, beständige und zuverlässige Gepäcklösung. - <br>MADE IN GERMANY.<br> <br>Verfügbar in Aluminium oder schwarz pulverbeschichtet.<br>Verwendbar mit allen SW-MOTECH ALU-RACKS und TraX® Universal-Adapterplatte.<br><br>Befestigen Sie das TraX® EVO ALU-TOPCASE an Ihr SW-MOTECH Alu-Rack<br>mit Hilfe unserer QUICK-LOCK Adapterplatte für das TraX® Topcase (separat erhältlich). <br><br>TraX® EVO Topcase wird nicht mit Schließzylindern ausgeliefert.<br>Optional bieten wir Schließzylinder-Sets für wahlweise 1 Topcase, 2 Seitenkoffer oder 3 Koffer.<br><br><b>Besonderheiten:</b><!--BB--><ul><li>Sichere und stabile Konstruktion</li><li>1,5 mm dickes Aluminiumblech</li><li>Gefertigt im äußerst festen und dichten Stanznietverfahren</li><li>Tiefgezogener Deckel mit Kunststoffrahmen und Gummidichtung</li><li>Scharniere aus Edelstahl</li><li>Ecken aus glasfaserverstärktem Kunststoff</li><li>Schwarze Koffer sind innen schwarz pulverbeschichtet - kein Aluminiumabrieb am Gepäck!</li><li>Deckel dichtet durch Kompression des Scharniers ab</li><li>Volumen: 38 l </li><li>Maße: 41 x 34 x 33 cm </li><li>Gewicht: 4,5 kg </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul> <li>TraX® EVO ALU-TOPCASE in praktischer Aufbewahrungstasche</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_15000_s_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk0016515000s_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk0016515000s_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk0016515000s_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10021;;TraX® EVO / TRAX ADV Schließzylinder-Satz;288;24.00;;;;;;;;D9393-000-30;D9393-000-30;SW-MOTECH;SW-MOTECH;4052572021392;;;;;;0,1800;1;;;;;6 Schlösser/2 Schlüssel/Klemmblech. Gleichschließ.;;<b>TraX®</b> - die Marke von SW-MOTECH -Schließzylinder-Satz für TraX® Alu Motorradkoffer <ul> <li>6 Schlösser mit 2 Schlüssel</li> <li>Gleichschließend</li></ul> <b>Lieferumfang:</b><!--BL--><ul> <li>Schließzylinder-Satz 6-fach</li> <li>Anbauanleitung</li> </ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_16302_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10022;;TraX® EVO / TRAX ADV Schließzylinder-Satz;288;18.00;;;;;;;;D9393-000-40;D9393-000-40;SW-MOTECH;SW-MOTECH;4052572021408;;;;;;0,1400;1;;;;;4 Schlösser/2 Schlüssel/Klemmblech. Gleichschließ.;;<b>TraX®</b> - die Marke von SW-MOTECH - Schließzylinder-Satz für TraX® Alu Motorradkoffer<ul> <li>4 Schlösser mit 2 Schlüssel</li> <li>Gleichschließend</li></ul> <b>Lieferumfang:</b><!--BL--><ul> <li>Schließzylinder-Satz 4-fach</li> <li>Anbauanleitung</li> </ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_16402_s_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10023;;TraX® EVO / TRAX ADV Schließzylinder-Satz;288;10.00;;;;;;;;D9393-000-50;D9393-000-50;SW-MOTECH;SW-MOTECH;4052572021385;;;;;;0,1000;1;;;;;2 Schlösser/2 Schlüssel/Klemmblech. Gleichschließ.;;<b>TraX®</b> - die Marke von SW-MOTECH -Schließzylinder-Satz für TraX® Alu Motorradkoffer<ul> <li>2 Schlösser mit 2 Schlüssel</li> <li>Gleichschließend</li></ul> <b>Lieferumfang:</b><!--BL--><ul> <li>Schließzylinder-Satz 2-fach</li> <li>Anbauanleitung</li> </ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk_00_165_16502_s_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10024;;Sozius-Rückenlehne TraX® Topcase.;288;47.00;;;;;;;;D9393-044-03;D9393-044-03;SW-MOTECH;SW-MOTECH;4052572000168;;;;;;0,4400;1;;;;;Schwarz.;;<b>Sozius-Rückenlehne TraX® Topcase</b> <ul><li>Rückenlehne aus EPS Hartschaum</li><li>Verschafft bequemere Sitzposition für den Beifahrer </li><li>Passgenau für TraX® und TraX® EVO Topcase zugeschnitten</li><li>Farbe: Schwarz</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>1 Rückenlehne </li><li>Montagematerial</li><li>Anbauanleitung </li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk0016530000b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk0016530000b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/alk0016530000b_3_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
