ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;Short description;;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10238;;Verkaufsdisplay Wand Deutsch/Englisch;288;2135.00;;;;;;;;D9380-DISPL-06;D9380-DISPL-06;SW-MOTECH;SW-MOTECH;4052572003008;;;;;;40,6000;1;;;;;Thema Tankrucksäcke EVO und ION.;;"<b>Verkaufsdisplay Tankrucksäcke EVO und ION</b><br><br>Vollständiges Programm zu Tankrucksäcken der Linie EVO und ION. Zwei Verkaufsdisplays mit jeweils unterschiedlichen Themen bestückt. Die einseitige Bestückung ermöglicht die Präsentation an einer Wandseite.<br><br> Bestückung 1. Demogestell:<br> <br><u>Thema QUICK-LOCK EVO Tankrucksäcke</u><br><br><table width=700"" border=1 cellpadding=""0"" cellspacing=""0""><tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Artikelnummer</div></th><th width=""380""><div align=""center"">Bezeichnung</div></th><th width=""45""><div align=""center"">Anzahl</div></th><th width=""95"" bgcolor=""#CCCCCC""><div align=""center"">Empfohlener VK brutto (EUR)</div></th><tr>  <td width=""180"">BC.TRS.00.101.20000</td>  <td width=""380"">QUICK-LOCK EVO Sport </td>  <td width=""45""><div align=""center"">1</div></td><td width=""95""><div align=""right"">169,95</div></td></tr><tr><td width=""180"">BC.TRS.00.102.20000</td><td width=""380"">QUICK-LOCK EVO Trial </td><td width=""45""><div align=""center"">1</div></td><td width=""95""><div align=""right"">169,95</div></td></tr><tr><td width=""180"">BC.TRS.00.103.20000</td><td width=""380"">QUICK-LOCK EVO GS </td><td width=""45""><div align=""center"">1</div></td><td width=""95""><div align=""right"">179,95</div></td></tr><tr><td width=""180"">BC.TRS.00.104.20000</td><td width=""380"">QUICK-LOCK EVO City </td><td width=""45""><div align=""center"">1</div></td><td width=""95""><div align=""right"">149,95</div></td></tr><tr><td width=""180"">BC.TRS.00.107.20000</td><td width=""380"">QUICK-LOCK EVO Engage </td><td width=""45""><div align=""center"">1</div></td><td width=""95""><div align=""right"">129,95</div></td></tr><tr><td width=""180"">BC.TRS.00.108.20000</td><td width=""380"">QUICK-LOCK EVO Daypack </td><td width=""45""><div align=""center"">1</div></td><td width=""95""><div align=""right"">99,95</div></td></tr><tr><td width=""180"">BC.TRS.00.110.20000</td><td width=""380"">QUICK-LOCK EVO Micro </td><td width=""45""><div align=""center"">1</div></td><td width=""95""><div align=""right"">69,95</div></td></tr><tr><td width=""180"">TRT.00.640.20000/B</td><td width=""380"">EVO Schloss-Kit </td><td width=""45""><div align=""center"">1</div></td><td width=""95""><div align=""right"">13,95</div></td></tr><tr>     <td>BC.WPB.00.012.20000</td>     <td>QUICK-LOCK Tankrucksack Yukon 90 </td><td><div align=""center"">1</div></td><td><div align=""right"">119,95</div></td></tr><tr><td>TRT.00.640.12000/B</td><td>QUICK-LOCK EVO Tankring </td><td><div align=""center"">1</div></td><td><div align=""right"">29,95</div></td></tr><tr><td>BCK.GPS.00.010.100</td><td>Tankrucksack GPS-Halter </td><td><div align=""center"">1</div></td><td><div align=""right"">29,95</div></td></tr></table> <br> <br> Bestückung 2. Demogestell:<br> <br> <u>Thema ION Tankrucksäcke</u><br><br><table width=""700"" border=1 cellpadding=""0"" cellspacing=""0""><tr><th width=""180"" bgcolor=""#CCCCCC""><div align=""center"">Artikelnummer</div></th><th width=""380"" bgcolor=""#CCCCCC""><div align=""center"">Bezeichnung</div></th><th width=""45"" bgcolor=""#CCCCCC""><div align=""center"">Anzahl</div></th><th width=""95"" bgcolor=""#CCCCCC""><div align=""center"">Empfohlener VK brutto (EUR)</div></th></tr><tr><td>BC.TRS.00.201.10000</td><td>QUICK-LOCK Tankrucksack ION one </td><td><div align=""center"">1</div></td><td><div align=""right"">69,95</div></td></tr><tr><td>BC.TRS.00.202.10000</td><td>QUICK-LOCK Tankrucksack ION two </td><td><div align=""center"">1</div></td><td><div align=""right"">99,95</div></td></tr><tr><td>BC.TRS.00.203.10000</td><td>QUICK-LOCK Tankrucksack ION three </td><td><div align=""center"">1</div></td><td><div align=""right"">109,95</div></td></tr><tr><td>BC.TRS.00.204.10000</td><td>Riemen-Tankrucksack ION four </td><td><div align=""center"">1</div></td><td><div align=""right"">89,95</div></td></tr><tr><td>BC.TRS.00.130.10000</td><td>Riemen-Tankrucksack Enduro </td><td><div align=""center"">1</div></td><td><div align=""right"">129,95</div></td></tr><tr><td>BC.TRS.00.131.10000</td><td>Riemen-Tankrucksack Enduro LT </td><td><div align=""center"">1</div></td><td><div align=""right"">79,95</div></td></tr><tr><td>BC.TRS.00.150.10000</td><td>Kartenfach</td><td><div align=""center"">1</div></td><td><div align=""right"">19,95</div></td></tr><tr><td>BC.TRS.00.152.10000</td><td>Smartphone Drybag </td><td><div align=""center"">1</div></td><td><div align=""right"">19,95</div></td></tr><tr><td>TRT.00.475.12000/B</td><td>QUICK-LOCK Tankring </td><td><div align=""center"">1</div></td><td><div align=""right"">14,95</div></td></tr></table>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/dgs_00_168_10700_r_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/dgs_00_168_10700_r_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10239;;Verkaufsdisplay Wand Deutsch/Englisch;288;2335.00;;;;;;;;D9380-DISPL-13;D9380-DISPL-13;SW-MOTECH;SW-MOTECH;4052572003015;;;;;;62,8000;1;;;;;Thema ALU-RACK/QUICK-LOCK EVO Kofferträger.;;"<p>Verkaufsdisplay ALU-RACK/Gepäcksysteme Deutsch <br> <br> Gepäcklösungen für Seiten- oder Topcaseverwendung. <br /> Eine große Auswahl an Gepäcksystemen unterschiedlicher Materialen wie Aluminium, ABS, Kunststoff <br /> oder Nylon wird für unterschiedliche Einsatzgebiete und Kundenbedürfnisse angeboten. Zwei Verkaufsdisplays <br /> mit jeweils unterschiedlichen Themen bestückt. <br /> Die einseitige Bestückung ermöglicht die Präsentation an einer Wandseite.<br> <br> Bestückung 1. Demogestell:<br> <br> <u>Thema ALU-RACK </u></p> <table width=680"" border=""1"" cellpadding=""0"" cellspacing=""0""> <tr bgcolor=""#CCCCCC""> <th width=""180""><div align=""center"">Artikelnummer</div></th> <th width=""360""><div align=""center"">Bezeichnung</div></th> <th width=""45""><div align=""center"">Anzahl</div></th> <th width=""94""><div align=""center"">Empfohlener VK brutto (EUR)</div></th> </tr> <tr> <td width=""180"">ALK.00.165.15000/S</td> <td width=""360"">TraX® EVO ALU-BOX Topcase </td> <td><div align=""center"">1</div></td> <td><div align=""right"">269,95</div></td> </tr> <tr> <td width=""180"">TCM.00.763.10000/B</td> <td width=""360"">T-RaY Topcase L schwarz matt</td> <td><div align=""center"">1</div></td> <td><div align=""right"">149,95</div></td> </tr> <tr> <td width=""180"">BCK.HTA.00.305.10000</td> <td width=""360"">Hecktasche Rackpack </td> <td><div align=""center"">1</div></td> <td><div align=""right"">139,95</div></td> </tr> </table> <br> <br> Bestückung 2. Demogestell:<br> <br> <u>Thema Kofferträger </u><br> <br> <table width=""680"" border=""1"" cellpadding=""0"" cellspacing=""0""> <tr bgcolor=""#CCCCCC""> <th width=""180""><div align=""center"">Artikelnummer</div></th>  <th width=""360""><div align=""center"">Bezeichnung</div></th>  <th width=""45"" align=""center"">Anzahl</th> <th width=""95"" align=""center"">Empfohlener VK (EUR)</th> </tr> <tr> <td width=""180"">BC.HTA.00.740.001R</td> <td width=""360"">Satteltasche Sport </td> <td align=""center"">1</td> <td align=""right""></td> </tr> <tr> <td width=""180"">ALK.00.165.11000R/B</td> <td width=""360"">TraX® EVO ALU-BOX M </td> <td align=""center"">1</td> <td align=""right"">279,95</td> </tr> <tr> <td width=""180"">BC.HTA.00.675.10000/B</td> <td width=""360"">AERO ABS-Seitenkofferset </td> <td align=""center"">1</td> <td align=""right"">279,95</td> </tr> </table> <br><br>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/dgs0016810800r_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/dgs0016810800r_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10240;;Verkaufsdisplay Raum Deutsch/Englisch;288;1945.00;;;;;;;;D9380-DISPL-14;D9380-DISPL-14;SW-MOTECH;SW-MOTECH;4052572003022;;;;;;63,5000;1;;;;;Thema ALU-RACK/QUICK-LOCK EVO Kofferträger.;;"<p>Verkaufsdisplay ALU-RACK/Gepäcksysteme Deutsch <br> <br> Gepäcklösungen für Seiten- oder Topcaseverwendung. <br />Eine große Auswahl an Gepäcksystemen unterschiedlicher Materialen wie Aluminium, ABS, Kunststoff <br />oder Nylon wird für unterschiedliche Einsatzgebiete und Kundenbedürfnisse angeboten. Vorder- und Rückseite <br /> mit jeweils unterschiedlichen Themen bestückt. <br /> Die zweiseitige Bestückung ermöglicht die Präsentation mitten im Verkaufsraum.<br>  <br>  Bestückung 1. Seite:<br>  <br>  <u>Thema ALU-RACK </u></p> <table width=680"" border=""1"" cellpadding=""0"" cellspacing=""0""> <tr bgcolor=""#CCCCCC""> <th width=""180""><div align=""center"">Artikelnummer</div></th> <th width=""360""><div align=""center"">Bezeichnung</div></th> <th width=""45""><div align=""center"">Anzahl</div></th> <th width=""94""><div align=""center"">Empfohlener VK brutto (EUR)</div></th> </tr> <tr> <td width=""180"">ALK.00.165.15000/S</td> <td width=""360"">TraX® EVO ALU-BOX Topcase </td> <td><div align=""center"">1</div></td> <td><div align=""right"">269,95</div></td> </tr> <tr> <td width=""180"">TCM.00.763.10000/B</td> <td width=""360"">T-RaY Topcase L schwarz matt</td> <td><div align=""center"">1</div></td> <td><div align=""right"">149,95</div></td> </tr> <tr> <td width=""180"">BCK.HTA.00.305.10000</td> <td width=""360"">Hecktasche Rackpack </td> <td><div align=""center"">1</div></td> <td><div align=""right"">139,95</div></td> </tr> </table> <br> <br> Bestückung 2. Seite:<br> <br> <u>Thema Kofferträger </u><br> <br> <table width=""680"" border=""1"" cellpadding=""0"" cellspacing=""0"">  <tr bgcolor=""#CCCCCC""> <th width=""180""><div align=""center"">Artikelnummer</div></th>   <th width=""360""><div align=""center"">Bezeichnung</div></th>   <th width=""45"" align=""center"">Anzahl</th>  <th width=""95"" align=""center"">Empfohlener VK (EUR)</th>  </tr> <tr> <td width=""180"">BC.HTA.00.740.001R</td>  <td width=""360"">Satteltasche Sport </td>  <td align=""center"">1</td>  <td align=""right""></td>  </tr> <tr> <td width=""180"">ALK.00.165.11000R/B</td>  <td width=""360"">TraX® EVO ALU-BOX M </td>  <td align=""center"">1</td>  <td align=""right"">279,95</td>  </tr> <tr> <td width=""180"">BC.HTA.00.675.10000/B</td>  <td width=""360"">AERO ABS-Seitenkofferset </td>  <td align=""center"">1</td>  <td align=""right"">279,95</td>  </tr> </table>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/dgs0016810900r_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/dgs0016810900r_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10241;;Demogestell;288;329.00;;;;;;;;D9380-DISPLAY-01;D9380-DISPLAY-01;SW-MOTECH;SW-MOTECH;4052572003039;;;;;;18,0000;1;;;;;Rot. Lochblech Rv5-8. H=1800mm. B=785mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10242;;EGO Handprotektoren-Kit;288;103.00;;;;;;;;D9397-EGO00100BK;D9397-EGO00100BK;SW-MOTECH;SW-MOTECH;722301240892;;;;;;0,4000;1;;;;;Schwarz. Inklusive Anbausatz für 22mm Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_001_00_bk_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_001_00_bk_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10243;;EGO Handprotektoren-Kit;288;103.00;;;;;;;;D9397-EGO00100BU;D9397-EGO00100BU;SW-MOTECH;SW-MOTECH;722301240908;;;;;;0,0000;1;;;;;Blau. Inklusive Anbausatz für 22mm Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10244;;EGO Handprotektoren-Kit;288;103.00;;;;;;;;D9397-EGO00100GR;D9397-EGO00100GR;SW-MOTECH;SW-MOTECH;722301240915;;;;;;0,0000;1;;;;;Grün. Inklusive Anbausatz für 22mm Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10245;;EGO Handprotektoren-Kit;288;103.00;;;;;;;;D9397-EGO00100RD;D9397-EGO00100RD;SW-MOTECH;SW-MOTECH;722301240922;;;;;;0,0000;1;;;;;Rot. Inklusive Anbausatz für 22mm Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10246;;EGO Handprotektoren-Kit;288;103.00;;;;;;;;D9397-EGO00100WH;D9397-EGO00100WH;SW-MOTECH;SW-MOTECH;722301240939;;;;;;0,0000;1;;;;;Weiß. Inklusive Anbausatz für 22mm Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10247;;EGO Handprotektoren-Kit;288;103.00;;;;;;;;D9397-EGO00100YE;D9397-EGO00100YE;SW-MOTECH;SW-MOTECH;722301240946;;;;;;0,0000;1;;;;;Gelb. Inklusive Anbausatz für 22mm Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10248;;EGO Handprotektor mit Backbone;288;72.00;;;;;;;;D9397-EGO00200BK;D9397-EGO00200BK;SW-MOTECH;SW-MOTECH;722301241011;;;;;;0,3300;1;;;;;Schwarz. Ohne Anbausatz.;;"<span style=font-size:18px""><b>EGO Handprotektor mit Backbone</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_002_00_bk_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10249;;EGO Handprotektor mit Backbone;288;72.00;;;;;;;;D9397-EGO00200BU;D9397-EGO00200BU;SW-MOTECH;SW-MOTECH;722301241028;;;;;;0,9000;1;;;;;Blau. Ohne Anbausatz.;;"<span style=font-size:18px""><b>EGO Handprotektor mit Backbone</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_002_00_bu_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10250;;EGO Handprotektor mit Backbone;288;72.00;;;;;;;;D9397-EGO00200GR;D9397-EGO00200GR;SW-MOTECH;SW-MOTECH;722301241035;;;;;;0,8800;1;;;;;Grün. Ohne Anbausatz.;;"<span style=font-size:18px""><b>EGO Handprotektor mit Backbone</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_002_00_gr_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10251;;EGO Handprotektor mit Backbone;288;72.00;;;;;;;;D9397-EGO00200OR;D9397-EGO00200OR;SW-MOTECH;SW-MOTECH;722301241042;;;;;;0,8800;1;;;;;Orange. Ohne Anbausatz.;;"<span style=font-size:18px""><b>EGO Handprotektor mit Backbone</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_002_00_or_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10252;;EGO Handprotektor mit Backbone;288;72.00;;;;;;;;D9397-EGO00200RD;D9397-EGO00200RD;SW-MOTECH;SW-MOTECH;722301241059;;;;;;0,8800;1;;;;;Rot. Ohne Anbausatz.;;"<span style=font-size:18px""><b>EGO Handprotektor mit Backbone</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_002_00_rd_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10253;;EGO Handprotektor mit Backbone;288;72.00;;;;;;;;D9397-EGO00200WH;D9397-EGO00200WH;SW-MOTECH;SW-MOTECH;722301241066;;;;;;0,8800;1;;;;;Weiß. Ohne Anbausatz.;;"<span style=font-size:18px""><b>EGO Handprotektor mit Backbone</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_002_00_wh_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10254;;EGO Handprotektor mit Backbone;288;72.00;;;;;;;;D9397-EGO00200YE;D9397-EGO00200YE;SW-MOTECH;SW-MOTECH;722301241073;;;;;;0,8800;1;;;;;Gelb. Ohne Anbausatz.;;"<span style=font-size:18px""><b>EGO Handprotektor mit Backbone</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_002_00_ye_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10255;;EGO Handprotektor Schalen;288;42.00;;;;;;;;D9397-EGO00300BK;D9397-EGO00300BK;SW-MOTECH;SW-MOTECH;722301241158;;;;;;0,2000;1;;;;;Schwarz.;;"<span style=font-size:18px""><b>EGO Handprotektor Schalen</b></span><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <b>nicht enthalten</b></li></ul><b>Erhältlich in folgenden Farben:</b><br>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_bk_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_bk_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10256;;EGO Handprotektor Schalen;288;42.00;;;;;;;;D9397-EGO00300BU;D9397-EGO00300BU;SW-MOTECH;SW-MOTECH;722301241165;;;;;;0,2000;1;;;;;Blau.;;"<span style=font-size:18px""><b>EGO Handprotektor Schalen</b></span><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_bu_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_bu_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10257;;EGO Handprotektor Schalen;288;42.00;;;;;;;;D9397-EGO00300GR;D9397-EGO00300GR;SW-MOTECH;SW-MOTECH;722301241172;;;;;;0,2000;1;;;;;Grün.;;"<span style=font-size:18px""><b>EGO Handprotektor Schalen</b></span><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_gr_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_gr_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10258;;EGO Handprotektor Schalen;288;42.00;;;;;;;;D9397-EGO00300OR;D9397-EGO00300OR;SW-MOTECH;SW-MOTECH;722301241189;;;;;;0,2000;1;;;;;Orange.;;"<span style=font-size:18px""><b>EGO Handprotektor Schalen</b></span><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_or_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_or_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10259;;EGO Handprotektor Schalen;288;42.00;;;;;;;;D9397-EGO00300RD;D9397-EGO00300RD;SW-MOTECH;SW-MOTECH;722301241196;;;;;;0,2000;1;;;;;Rot.;;"<span style=font-size:18px""><b>EGO Handprotektor Schalen</b></span><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_rd_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_rd_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10260;;EGO Handprotektor Schalen;288;42.00;;;;;;;;D9397-EGO00300WH;D9397-EGO00300WH;SW-MOTECH;SW-MOTECH;722301241202;;;;;;0,2000;1;;;;;Weiß.;;"<span style=font-size:18px""><b>EGO Handprotektor Schalen</b></span><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <b>nicht enthalten</b></li></ul><b>Erhältlich in folgenden Farben:</b><br>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_wh_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_wh_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10261;;EGO Handprotektor Schalen;288;42.00;;;;;;;;D9397-EGO00300YE;D9397-EGO00300YE;SW-MOTECH;SW-MOTECH;722301241219;;;;;;0,2000;1;;;;;Gelb.;;"<span style=font-size:18px""><b>EGO Handprotektor Schalen</b></span><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <b><i>nicht enthalten</i></b></li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_ye_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_003_00_ye_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
